Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-618.2948	-558.8343	-59.46055	13.30959	1.54102	0.0138609	0.000449359	0.0506003	0.035363	0.0377043	0.00351369	0.122965	0.0365543	0.014377	0.0982378	0.0361771	0.033532	0.00658931	0.0353158	0.0354169	0.0100984	0.109908	0.195447	0.106488	0.00894652	0.0609232	0.146837	0.00599398	0.0104798	0.0414173	0.0217424	0.140028	0.0304782	0.0152132	0.0743715	0.0432122	0.100702	0.142667	0.0433193	0.374788	0.0768951	0.0289976	0.0241163	0.118343	0.280031	0.09094646	-0.008889774	0.095937	0.0204259	0.251581	0.0170177	0.00478072	0.0152902	0.0315929	0.0154241	0.0288839	0.0307097	0.0364402	0.209653	0.0101174	0.212382	0.0197635	0.2482718	2	61.43747	0.02233441	0.23159	0.595245	1.05274	2.12042	0.156923	0.269176	0.123811	0.169619	0.185978	0.0944926	0.239382	1.037136
1100	-600.0813	-549.0224	-51.05889	11.1681	2.101058	0.0460254	0.0165068	0.0231675	0.0051037	0.0525987	0.000928522	0.0046485	0.0676998	0.0564552	0.198387	0.0448602	0.00408874	0.00724078	0.0520558	0.155542	0.0543723	0.00115666	0.00627619	0.0554034	0.0165408	0.0236021	0.149579	0.0579144	0.0444622	0.0128413	0.0943666	0.0742525	0.118716	0.0280065	0.0416979	0.151761	0.0137518	0.0282755	0.0657178	0.0235212	0.0293678	0.00861908	0.0839042	0.0511474	0.000161605	0.04133837	0.07687044	0.117915	0.0243605	0.26853	0.0122336	0.0429172	0.0384475	0.0176565	0.0290566	0.0235801	0.0973693	0.0811078	0.0700984	0.0328747	0.114735	0.0291178	0.1048683	6	73.47883	0.04508989	0.305047	0.665347	1.07232	1.95728	0.154355	0.271333	0.152971	0.12066	0.15763	0.143052	0.1817387	0.5770277
1200	-614.324	-558.1228	-56.20118	14.83284	4.202456	0.0512689	0.0308575	0.0287069	0.00141961	0.0206018	0.0192484	0.230278	0.0519801	0.0567324	0.0498065	0.0247866	0.0421928	0.0745493	0.0138912	0.164836	0.0256329	0.0221677	0.141244	0.000469284	0.00499844	0.0435205	0.0659826	0.11173	0.207147	0.0307884	0.0203939	0.0785244	0.00235228	0.182099	0.305248	0.109051	0.0733959	0.0241306	0.0128368	0.0105145	0.00272983	0.0161954	0.0771868	0.00831903	0.0669524	0.07748365	-0.00375339	0.0219025	0.0116911	0.16661	0.0358259	0.186545	0.0140267	0.0247779	0.0492752	0.0527191	0.0952131	0.0433207	0.154528	0.0227406	0.107425	0.0133997	0.172813	6	67.29067	0.02038204	0.46515	0.781932	1.08432	1.6686	0.179673	0.163248	0.188942	0.173308	0.219406	0.0754225	0.1690596	1.022202
1300	-597.1108	-542.1821	-54.92867	8.703347	1.940932	0.00962857	0.00972211	0.0610298	0.033589	0.0355552	0.00692642	0.0530235	0.227045	0.0834508	0.0532093	0.0562656	0.0388271	0.0124888	0.00535556	0.137693	0.0669596	0.00170164	0.0434009	0.0518444	0.0538057	0.153447	0.0754555	0.00410063	0.0417248	0.188	0.00448564	0.114485	0.0477797	0.0276791	0.0127442	0.0628645	0.113164	0.00604355	0.0109827	0.0912261	0.0150245	0.128805	0.0219755	0.00329932	7.63178e-05	0.05857841	5.481723e-05	0.0170493	0.208626	0.193102	0.0577648	0.0512439	0.0478249	0.0485644	0.00498848	0.0879498	0.0303318	0.0150528	0.0745718	0.00983993	0.134808	0.018282	0.1649974	7	84.69096	0.01700488	0.28612	0.648582	1.06844	1.99686	0.169531	0.282374	0.161563	0.103084	0.199323	0.0841262	0.1650523	0.9996679
1400	-600.6694	-537.9228	-62.74663	10.11177	4.882699	0.00177761	0.0133252	0.0843817	0.0816555	0.0331605	0.00103388	0.0329199	0.0177997	0.205217	0.037012	0.0366854	0.0195767	0.103813	0.0847175	0.0484481	0.0856594	0.0316971	0.00239124	0.0353876	0.304869	0.0203653	0.0556583	0.177542	0.0881869	0.17479	0.0240642	0.107075	0.0348768	0.0675663	0.170728	0.140847	0.0605349	0.0286191	0.00363265	0.0112303	0.0210266	0.127375	0.0346424	0.00287794	0.0831973	0.06184842	-0.02119281	0.00689095	0.0236701	0.331377	0.0284293	0.0364165	0.0313566	0.035311	0.00434742	0.0335796	0.124961	0.099375	0.120756	0.0425201	0.0703807	0.0106286	0.1478639	6	74.68425	0.02683828	0.497132	0.801094	1.0835	1.61827	0.189136	0.301255	0.149126	0.113995	0.169053	0.0774347	0.1266711	1.167306
1500	-622.9074	-559.2914	-63.61595	5.863516	0.9583442	0.0416678	0.0177074	0.0408658	0.0694074	0.150422	0.0806728	0.0676912	0.16292	0.147015	0.0112236	0.120318	0.0105495	0.105425	0.0155931	0.497615	0.142898	0.00510559	0.0140627	0.323331	0.168954	0.0547065	0.0660511	0.0893668	0.180573	0.0641083	0.161634	0.0533028	0.105234	0.0365507	0.00417539	0.00590207	0.0194389	0.0209596	0.172408	0.0357021	0.136927	0.222843	0.096841	0.00943274	0.0455573	0.07806171	-0.01639307	0.0921929	0.0342661	0.330427	0.0111275	0.00825231	0.0130889	0.0431091	0.0494197	0.0699457	0.0504463	0.024773	0.140889	0.0120871	0.0919198	0.0280559	0.1328841	7	73.91493	0.04431347	0.128569	0.463863	0.99274	2.41483	0.148616	0.220408	0.251573	0.116955	0.164567	0.0978807	0.1164911	1.140724
1600	-611.3528	-556.2397	-55.1131	13.44105	1.303191	0.245201	0.000743618	0.0339352	0.231269	0.0410211	0.0731994	0.0793513	0.0459133	0.0457476	0.0789014	0.0138999	0.0215884	0.0621655	0.0110552	0.102746	0.210161	0.120138	0.0636734	0.0556722	0.0177813	0.0279937	0.0137656	0.299685	0.0778669	0.136088	0.0105082	0.0723252	0.0182755	0.00860663	0.0314619	0.0126904	0.00116726	0.0787527	0.0484497	0.0430168	0.00159969	0.0691614	0.0592158	0.176032	0.134643	0.06196234	0.0102109	0.0615254	0.0315793	0.216769	0.0114326	0.0288878	0.00172186	0.0547498	0.0115952	0.0571878	0.0475817	0.0226725	0.176123	0.0107962	0.222483	0.044895	0.2845497	4	68.73058	0.01951967	0.193258	0.552144	1.03642	2.21818	0.148838	0.18754	0.13387	0.146137	0.294904	0.0887108	0.2947606	0.9653587
1700	-585.2066	-560.3295	-24.87711	10.1406	2.076432	0.112339	0.0339902	0.0518634	0.0251273	0.0372494	0.0544271	0.0783055	0.0683642	0.0309509	0.00446613	0.00692623	0.0264399	0.0111789	0.00781205	0.000354685	0.0194115	0.0523937	0.0635298	0.0041965	0.0541567	0.0091226	0.00810133	0.0144941	0.0214485	0.00156053	0.0689812	0.00491586	0.0235833	0.0119039	0.0282168	0.0162452	0.0429306	0.0271369	0.00837871	0.0253236	0.0967043	0.0265984	0.0361357	0.00281572	0.0212005	0.03186067	-0.0238387	0.119624	0.0292525	0.119958	0.0330212	0.0802306	0.0249251	0.0384648	0.035931	0.0332346	0.0229404	0.0694872	0.127526	0.0615809	0.0381493	0.165674	0.1846617	5	74.50682	0.01887312	0.302231	0.662903	1.07179	1.96308	0.141122	0.198978	0.217285	0.174351	0.161459	0.106805	0.160823	1.148229
1800	-600.7172	-549.4207	-51.29657	7.784283	1.979801	0.0679464	0.0480725	0.0700065	0.00659419	0.193843	0.00221268	0.0234589	0.00587625	0.0391648	0.00509454	0.0594046	0.159886	0.142007	0.159949	0.276224	0.0399153	0.102451	0.0219552	0.0753906	0.0099591	0.101602	0.0835148	0.027332	0.0225715	0.107828	0.00386398	0.0314853	0.000598243	0.102621	0.0386367	0.0691252	0.0149438	0.0200955	0.065038	0.116672	0.0255992	1.14145e-05	0.0252711	0.272158	0.036033	0.05659277	-0.005065728	0.0572308	0.0337318	0.167511	0.0122826	0.0097247	0.0321018	0.00046738	0.0170983	0.0435112	0.0466724	0.00146646	0.175464	0.0266386	0.272931	0.103168	0.1784456	7	80.2218	0.02927367	0.290852	0.652848	1.06948	1.98682	0.164296	0.236468	0.157402	0.154733	0.207624	0.0794773	0.1733798	1.029218
1900	-585.4966	-551.7489	-33.74769	40.35564	1.982205	0.0345806	0.0209823	0.0234661	0.0327778	0.050546	0.00295294	0.0065688	0.000542849	0.00663593	0.011542	0.00695773	0.0292056	0.0206617	0.066873	0.0624295	0.0418714	0.0854174	0.0227217	0.0156794	0.0457118	0.0125194	0.0435355	0.0860972	0.0359456	0.0422339	0.00827028	0.0409591	0.00213604	0.0138726	0.00445439	0.00157881	0.0422637	0.0242078	0.0285563	0.018149	0.000894945	0.0110416	0.0180291	0.0201254	0.0130206	0.02594127	-0.002538879	0.102615	0.0717756	0.3533	0.0686745	0.00153277	0.00497118	0.0175584	0.0344577	0.0932323	0.046798	0.0368455	0.103216	0.0162175	0.00293082	0.0458744	0.2477385	4	79.20303	0.01772852	0.291141	0.653108	1.06954	1.98621	0.174902	0.198001	0.225927	0.139304	0.176542	0.0853241	0.2451996	1.010354
2000	-579.1874	-556.1139	-23.07341	5.464902	2.896292	0.0010192	0.00570752	0.00397253	0.0302777	0.0107552	0.0208109	0.0124719	0.0520138	0.0215799	0.0936314	0.0150549	0.0294072	0.110383	0.0175072	0.0191392	0.0157784	0.0383714	0.0259491	0.0893422	0.0207309	0.0120095	0.0883595	0.0247891	0.00553568	0.0213035	0.00274692	0.0115624	0.021391	0.0306428	0.0491328	0.0147798	0.108538	0.00370873	0.0506108	0.0994021	0.0014598	0.015035	0.00260476	0.0402734	0.0659751	0.03636661	0.007225619	0.0643082	0.119037	0.0975986	0.123159	0.0611556	0.00308476	0.0459427	0.000517345	0.0644973	0.0809702	0.000314118	0.124888	0.0439519	0.0754333	0.0951418	0.2598022	6	71.87777	0.03856828	0.381076	0.725619	1.08195	1.81135	0.132032	0.297798	0.0817406	0.113852	0.302211	0.0723679	0.2670278	0.9729406
2100	-590.0199	-550.4488	-39.57113	20.18694	2.75008	0.00731284	0.0137155	0.0290532	0.00964682	0.166132	0.0156176	0.0065608	0.00257125	0.0264329	0.00752014	0.0427607	0.0239309	0.0121996	0.0168984	0.0714103	0.0584812	0.0874756	0.00531558	0.0302039	0.0376359	0.0124544	0.0424155	0.0332242	0.0273036	0.0476911	0.0952623	0.00248211	0.0870195	0.00490543	0.0244706	0.0105767	0.0761851	0.0787836	0.00535293	0.0153664	0.000361626	0.0373043	0.0290581	0.00776273	0.0102296	0.03287002	-0.01877116	0.0761734	0.0248068	0.226815	0.0280674	0.0771104	0.0407939	0.0823368	0.0125449	0.0359931	0.0390308	0.0670095	0.194847	0.027149	0.0359749	0.0313469	0.1216309	6	73.43056	0.02250066	0.368953	0.716679	1.08097	1.8334	0.134343	0.239404	0.182653	0.130823	0.230485	0.0822913	0.1028597	1.182493
2200	-584.5453	-545.8199	-38.72546	6.421342	1.845942	0.0431175	0.0101134	0.0624802	0.00713682	0.110809	0.000159271	0.0443947	0.0457395	0.0282514	0.00683346	0.0625507	0.0154834	0.0678863	0.00322143	0.0184722	0.0267487	0.0269528	0.0109705	0.090811	0.0144275	0.0195923	0.00427787	0.0210411	0.153627	0.0204659	0.0742841	0.0264776	0.00967969	0.00251207	0.0327254	0.0771659	0.00519548	0.0670529	0.0665722	0.0212666	0.0205795	0.00316981	0.00327361	0.0115891	0.146932	0.04169983	0.00778924	0.0311913	0.0909643	0.199382	0.0378026	0.0560576	0.0276868	0.0815019	0.0233159	0.0308319	0.0530038	0.0460391	0.140597	0.0717512	0.100212	0.00966267	0.1911546	5	68.61517	0.01091058	0.274164	0.637563	1.06561	2.02266	0.125314	0.232004	0.168616	0.151234	0.209073	0.113759	0.1989439	0.960847
2300	-570.93	-546.3144	-24.61564	16.9965	7.333738	0.00268991	0.0223091	7.95684e-05	0.0300531	5.82829e-05	0.00175947	0.00513116	0.0244714	0.0102809	0.0256576	0.0227973	0.0927053	0.00417136	0.01015	0.0753579	0.0695504	0.0232083	0.0431082	0.000107713	0.053406	0.0220577	0.0266356	0.0175575	0.00706767	0.000184607	0.025275	0.0382143	0.0549494	0.0181089	0.0251281	0.0231949	0.0389254	0.0599016	0.00829102	0.0121959	0.0375085	0.00272541	0.0125304	0.00257	0.00298818	0.03275155	-0.007280887	0.078904	0.0212752	0.166366	0.032486	0.105604	0.0294335	0.0171471	0.0147451	0.0342203	0.0554956	0.0122509	0.0789133	0.0184706	0.140536	0.194152	0.2041183	5	79.5132	0.01597445	0.577246	0.844604	1.07818	1.49997	0.129592	0.255403	0.226644	0.137958	0.156274	0.0941292	0.1968375	1.036989
2400	-607.6147	-561.8644	-45.75028	4.150518	2.154207	0.056734	0.0416526	0.151264	0.0811678	0.0100307	0.0396723	0.0932639	0.0710685	0.0195233	0.049994	0.0856646	0.0999971	0.0382171	0.0718372	0.000278008	0.0321358	0.159645	0.0725375	0.00455106	0.0159243	0.140874	0.063662	0.0801837	0.0200822	0.0055486	0.116154	0.0673701	0.0506369	0.213926	0.123829	0.00459032	0.0192912	0.137935	0.0585666	0.187149	0.488381	0.0327729	0.0300986	0.00960805	0.00945366	0.07303449	-0.04162606	0.15028	0.0457024	0.210149	0.000613291	0.0558429	0.00613417	0.0581789	0.0379797	0.0394682	0.0800279	0.023007	0.080433	0.0321455	0.12438	0.0556572	0.2661036	6	69.76748	0.02641784	0.311013	0.67047	1.07341	1.94511	0.130343	0.193751	0.171356	0.138504	0.23333	0.132715	0.2244775	1.185435
2500	-606.8222	-553.4645	-53.35767	10.17557	3.226212	0.00222188	0.0409139	0.0358841	0.0823128	0.0593751	0.0435693	0.0128291	0.0216369	0.0500576	0.0208532	0.0948487	0.159676	0.0150919	0.0111937	0.0168129	0.105227	0.000632196	0.0531203	0.0489258	0.0582402	0.0489305	0.0404969	0.0516951	0.198004	0.0322986	0.0194167	0.0392043	0.00622202	0.163542	0.0526987	0.0612356	0.121329	0.006805	0.223779	0.0122493	0.0056052	0.0092233	0.234569	0.0266377	0.0389478	0.07997179	-0.0005500601	0.0852353	0.0904112	0.159167	0.00466011	0.0415701	0.00776373	0.137131	0.0200808	0.0922974	0.103178	0.0431462	0.0446753	0.042316	0.0462611	0.0821065	0.191062	3	57.88451	0.04499448	0.406039	0.743331	1.08343	1.7672	0.144868	0.2303	0.169681	0.142817	0.201089	0.111245	0.190512	1.002887
2600	-618.5915	-550.4218	-68.16975	10.52416	1.777984	0.392265	0.00939221	0.0414752	0.0770454	0.251475	0.0245365	0.295264	0.0666196	0.0237195	0.0312031	0.0411505	0.00288184	0.210784	0.0528716	0.0284889	0.139419	0.0410432	0.0756027	0.00768476	0.0463817	0.00898982	0.0470443	0.163499	0.0677633	0.00617007	0.0340671	0.348533	0.136383	0.123491	0.189064	0.0218293	0.135905	0.140908	0.0399534	0.0144827	0.00633979	0.0845345	0.0124324	0.22165	0.08871	0.1044854	-0.01367881	0.0387994	0.0838688	0.271666	0.00879524	0.0334247	0.0599594	0.0739558	0.0237056	0.0695947	0.0780113	0.0146981	0.119722	0.0662071	0.0441038	0.0134879	0.1210993	3	68.22014	0.03118817	0.265251	0.629118	1.06329	2.04234	0.177912	0.147915	0.133375	0.143973	0.300398	0.0964285	0.1074205	1.127339
2700	-594.9592	-559.0879	-35.87136	73.13134	2.098803	0.00117366	0.03465	0.030909	0.0654496	0.0164023	0.01711	0.0644316	0.0312305	0.0216521	0.0361306	0.0161312	0.0146492	0.166261	0.0238042	0.0571227	0.008213	0.115425	0.0157001	0.031676	0.060586	0.0372985	0.00648116	0.12145	0.0171588	0.0652108	0.00827913	0.0113802	0.022227	0.00914737	0.0102765	0.00335443	0.0150693	0.00584154	0.0240419	0.007883	0.04702	0.0446368	0.0363623	0.0147822	0.0197964	0.04310876	0.007419096	0.120569	0.0371073	0.356435	0.0421504	0.0259921	0.0684242	0.0267997	0.0322459	0.0282721	0.0118886	0.0490472	0.0633354	0.0520198	0.0633837	0.0223305	0.1758359	5	74.35699	0.02783794	0.30479	0.665125	1.07228	1.95781	0.169919	0.184262	0.166619	0.148556	0.187473	0.143172	0.183255	0.9595149
