Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1300	-608.2995	-533.5003	-74.79918	3.284191	1.004637	0.0101092	0.308608	0.116338	0.0411811	0.0221139	0.086788	0.25007	0.036606	0.31371	0.420044	1.28844	0.252231	0.580731	0.0198829	0.0840518	0.348873	0.0446893	0.129985	0.187266	0.0134435	0.221747	0.0056877	0.407274	0.0753827	0.210973	0.267329	0.0316161	0.251793	0.0324107	0.0167185	0.0317667	0.329349	0.0271324	0.0929435	0.257496	0.0594702	0.0922361	0.138968	0.161731	0.03112966	0.0416292	0.130109	0.0996564	0.0509801	0.0762728	0.049416	0.174624	0.0301755	0.0190404	0.0505739	0.0507553	0.0605892	0.109958	0.0325027	0.0237169	0.2849294	3	64.48958	0.05752968	0.137878	0.478141	1.00076	2.38322	0.164513	0.115036	0.129094	0.283305	0.0967165	0.211336	0.316059	0.9015068
1400	-596.8123	-527.8735	-68.93881	12.40045	2.525168	0.0373648	0.219846	0.02372	0.223155	0.0936411	0.0765013	0.300538	0.0104907	0.15272	0.0142042	0.0519818	0.0280077	0.192338	0.00636535	0.0751358	0.0548146	0.0775831	0.193196	0.104625	0.250706	0.222721	0.0271378	0.0854126	0.100336	0.399116	0.00469579	0.075622	0.189445	0.011397	0.0646722	0.327885	0.0498882	0.208663	0.0785756	0.0421086	0.513879	0.162641	0.0823128	0.1490115	0.06679689	0.114476	0.200753	0.0443397	0.0375636	0.10224	0.0636502	0.124345	0.0263795	0.00253946	0.00629002	0.0449485	0.108191	0.0300433	0.0539398	0.0403001	0.234436	5	62.19825	0.07479321	0.34883	0.701312	1.07891	1.87095	0.155198	0.0860836	0.150831	0.349979	0.0984337	0.159474	0.3012329	0.778255
1500	-614.0465	-532.0856	-81.96091	32.80489	1.158249	0.0470711	0.0257671	0.0360148	0.0527054	0.0391852	0.106491	0.00897702	0.0184112	0.167126	0.0415246	0.0184372	0.102388	0.272174	0.127685	0.0560203	0.0414809	0.000788596	0.787388	0.308522	0.152854	0.0269884	0.0727694	0.164841	0.135906	0.07777	0.104129	0.13423	0.723181	0.263263	0.139235	0.080627	0.334315	0.193101	0.133842	0.134282	0.314421	0.0815416	0.0068028	0.1472248	0.05228772	0.168476	0.207224	0.0215989	0.0503831	0.0395283	0.0997196	0.143407	0.00618242	0.0435961	0.062231	0.044327	0.0331467	0.0212132	0.0464446	0.0125218	0.2670112	2	50.07488	0.03109069	0.167406	0.519647	1.02197	2.29098	0.143709	0.151271	0.0941289	0.367736	0.103445	0.139709	0.319299	0.8362421
1600	-615.4321	-528.4218	-87.01036	10.14269	1.437901	0.176339	0.439199	0.0955429	0.134776	0.0650556	0.397285	0.108202	0.335174	0.0382332	0.0435002	0.0177018	0.554163	0.826883	0.11518	0.00665213	0.438836	0.317783	0.664095	0.269604	0.347878	0.190975	0.0180102	0.0232882	0.55981	0.374858	0.046793	0.0192302	0.209319	0.0352406	0.326919	0.258303	0.280458	0.0271846	0.0636875	0.0817238	0.529287	0.0627698	0.189608	0.2173502	-0.001494284	0.0463272	0.243162	0.0130117	0.000230496	0.036935	0.238738	0.0280514	0.00238783	0.0189426	0.124747	0.0348047	0.0832262	0.0559742	0.043311	0.0301512	0.2645857	5	61.2142	0.04505628	0.215568	0.577883	1.04656	2.15999	0.124929	0.162315	0.12186	0.264464	0.141552	0.184881	0.2630914	1.00568
1700	-583.6451	-527.9448	-55.70037	7.208826	0.7002228	0.10091	0.0369617	0.0357393	0.0504131	0.127794	0.0977032	0.0597408	0.0156526	0.0168968	0.00430469	0.0203115	0.0989012	0.34099	0.00524617	0.0218704	0.0290208	0.101008	0.156418	0.202073	0.291394	0.230469	0.0816102	0.142557	0.095185	0.00245286	0.0624084	0.0573959	0.171974	0.0865118	0.329647	0.111452	0.00571105	0.277769	0.0989264	0.00997341	0.280342	0.172071	0.0453026	0.09138169	0.001471999	0.181874	0.0442999	0.0473859	0.0144324	0.124876	0.142142	0.0584066	0.0166634	0.0229472	0.11644	0.0199494	0.00781288	0.0663406	0.121402	0.015028	0.3609283	3	58.38683	0.09160203	0.0742359	0.363635	0.924951	2.63718	0.148116	0.146272	0.131274	0.235575	0.1349	0.203863	0.3624003	0.9959382
1800	-622.6	-527.5863	-95.01369	8.304477	0.5459073	0.299782	0.589994	0.0397285	0.095255	0.0199814	0.0985846	0.257566	0.315094	0.180916	0.135005	0.285957	0.705503	0.261357	0.12486	0.0766628	0.261662	0.162687	0.801185	0.118746	0.0855794	0.039448	0.812992	0.401367	0.18069	0.150706	0.0709874	0.386361	0.312244	0.0792102	0.00332412	0.116522	0.268556	0.0889874	0.0339215	0.0262664	0.265805	0.036319	0.30187	0.1817046	0.006064228	0.0241206	0.0580273	0.0736765	0.00662638	0.0995901	0.303709	0.171491	0.00299938	0.0690644	0.0230759	0.00522354	0.021475	0.0440993	0.0518275	0.0449932	0.2694867	3	57.68147	0.07464413	0.0421802	0.280833	0.850997	2.82599	0.102467	0.118084	0.115145	0.351	0.165635	0.147669	0.2755509	0.9779924
1900	-615.0491	-536.8398	-78.20935	4.787187	0.7449328	0.230656	0.233853	0.0125097	0.157558	0.00887017	0.160833	0.0341291	0.408937	0.358346	0.220302	0.666116	0.4896	0.0981441	0.144598	0.16184	0.12244	0.121741	0.15821	0.0522281	0.478722	0.255468	0.0581284	0.0639785	0.0424714	0.0144754	0.612849	0.166998	0.244993	0.15527	0.425615	0.0459591	0.262315	0.472626	0.0339804	0.116036	0.68832	0.300557	0.0838162	0.2102719	-0.03949361	0.109988	0.0860594	0.0923797	0.0340956	0.0815966	0.12862	0.121774	0.0251921	0.0178825	0.00536374	0.0864061	0.103369	0.0467456	0.0519145	0.00861377	0.3290152	3	54.2809	0.0458795	0.0838003	0.383981	0.940445	2.59177	0.101151	0.134683	0.0890893	0.393995	0.0969405	0.184141	0.2895215	1.13641
2000	-609.0559	-532.3527	-76.70321	7.397181	1.23838	0.278416	0.0576128	0.342097	0.287676	0.0631004	0.400412	0.146125	0.0362672	0.266067	0.568527	0.0732981	0.415529	0.812302	0.0196494	0.173837	0.388859	0.0989383	0.127048	0.0443283	0.300255	0.116917	0.0698554	0.0104162	0.0135204	0.0452429	0.00279953	0.110831	0.0594511	0.0707954	0.323465	0.00272748	0.275803	0.207042	0.0182176	0.134647	0.0067315	0.0680503	0.0559513	0.1675231	-0.053388	0.143319	0.17521	0.0259617	0.0220973	0.00570454	0.168705	0.15989	0.0261128	0.0473125	0.00672852	0.0180315	0.093456	0.0378377	0.0685914	0.00104275	0.4276504	3	52.97593	0.04464401	0.181939	0.538302	1.03049	2.24927	0.186331	0.0701467	0.111827	0.266742	0.189885	0.175068	0.3742624	1.142649
2100	-596.2271	-527.1906	-69.03658	5.987101	1.531371	0.181117	0.217647	0.00475533	0.0201254	0.0126413	0.346105	0.0180393	0.0444412	0.190403	0.000557556	0.0972748	0.361956	0.302559	0.0718992	0.0118374	0.0342047	0.135197	0.287368	0.041783	0.217941	0.0859497	0.154681	0.31018	0.0307607	0.0987271	0.404902	0.0361515	0.171583	0.259098	0.03189	0.428462	0.295884	0.154257	0.0120541	0.019593	0.0395411	0.0743174	0.142146	0.1313505	0.06268149	0.209521	0.0752995	0.0149454	0.000553017	0.0380377	0.0310854	0.306304	0.0255894	0.0178935	0.0677397	0.00636469	0.0579475	0.0684716	0.0576281	0.0226199	0.230165	2	50.1635	0.1055669	0.230128	0.593696	1.05221	2.12396	0.225879	0.139366	0.13514	0.236953	0.108502	0.154161	0.2928465	0.7859579
2200	-605.0648	-543.1362	-61.92868	4.590866	0.8241256	0.19275	0.0926139	0.0457063	0.22682	0.118678	0.0394018	0.138983	0.133847	0.0714456	0.144251	0.0594081	0.288151	0.375003	0.0590142	0.0249453	0.0934986	0.0568744	0.0666214	0.116381	0.0928641	0.258634	0.0607159	0.0129543	0.0814324	0.0383474	0.322069	0.1075	0.0795457	0.19537	0.193496	0.274725	0.203846	0.134824	0.0830115	0.273762	0.11849	0.110663	0.0158374	0.110274	0.02527543	0.0809737	0.0615084	0.15396	0.0328919	0.0349509	0.047183	0.0972696	0.0528599	0.0642604	0.179094	0.0535138	0.022203	0.00343684	0.0729471	0.0429476	0.5331256	2	53.83441	0.05186049	0.100681	0.416669	0.963422	2.51923	0.111801	0.130533	0.0863412	0.310566	0.184919	0.17584	0.558401	0.9547361
2300	-620.8224	-534.2849	-86.53755	10.437	1.347409	0.746863	0.0687221	0.0914964	0.244333	0.0323019	0.0174367	0.470699	0.277535	0.318183	0.159771	0.628353	0.390405	0.0225483	0.0279061	0.137052	0.023265	0.382507	0.0300419	0.221206	0.195611	0.0137529	0.232179	0.280104	0.183949	0.250872	0.427737	0.266512	0.239872	0.0231424	0.200035	0.149059	0.169915	0.00560857	0.0313903	0.0617279	0.122956	0.302647	0.0630121	0.1416332	-0.08772606	0.0319221	0.220977	0.0514802	0.0117593	0.079458	0.254064	0.0696154	0.0318453	0.00366818	0.00470825	0.0423753	0.0474094	0.0571501	0.0809084	0.0126592	0.2940975	4	50.83585	0.04958176	0.200759	0.561017	1.04004	2.19818	0.177836	0.137345	0.139174	0.214518	0.102014	0.229112	0.2063715	1.425088
2400	-588.726	-527.045	-61.68099	24.33276	1.072555	0.0543471	0.362097	0.0255768	0.0317792	0.00554187	0.008825	0.0148363	0.106923	0.130764	0.0193881	0.0509024	0.216047	0.0860005	0.0605694	0.12867	0.0117909	0.0483708	0.132713	0.037484	0.0719631	0.00226047	0.0207675	0.205986	0.0400455	0.25761	0.0917796	0.214292	0.117336	0.112383	0.0734492	0.0594113	0.00363826	0.0115406	0.278771	0.00728801	0.0262623	0.0430146	0.378798	0.07766762	-0.05109037	0.117484	0.120922	0.0527631	0.00150179	0.0863763	0.162459	0.027814	0.0491282	0.00729056	0.171134	0.0167401	0.0043274	0.0471663	0.0782327	0.0566604	0.3391451	3	50.17906	0.05387564	0.151199	0.497524	1.01105	2.34022	0.111754	0.142895	0.0957423	0.322998	0.177463	0.149147	0.2880547	1.177363
2500	-597.384	-525.7808	-71.60317	6.014288	0.7434601	0.00317341	0.0518037	0.026131	0.191092	0.0260398	0.217346	0.0489511	0.0698013	0.0855179	0.170709	0.0666551	0.684008	0.0867738	0.276904	0.104258	0.0659059	0.0484945	0.0440307	0.160135	0.0637168	0.232268	0.281123	0.00547777	0.0748952	0.0353236	0.292446	0.0851361	0.152662	0.125266	0.0858823	0.0147545	0.304669	0.087708	0.0147543	0.282977	0.241062	0.084686	0.500825	0.1380207	0.01362274	0.0807356	0.135979	0.00667326	0.000538704	0.0332736	0.106501	0.113106	0.0239623	0.00857414	0.38473	0.0244438	0.0215195	0.0316333	0.0159253	0.0124041	0.4034586	3	54.788	0.04696097	0.0834851	0.383334	0.939967	2.59321	0.140859	0.118298	0.0657324	0.260448	0.135845	0.278817	0.4170813	0.9673379
2600	-618.9428	-531.5808	-87.36201	32.49342	0.6203633	0.00708097	0.00407206	0.0785497	0.295343	0.0717863	0.619599	0.223596	0.0318214	0.123157	0.0308009	0.215429	0.312603	0.317586	0.0264609	0.229561	0.0704545	0.247032	0.214909	0.249395	0.167213	0.219234	0.427192	0.00272739	0.279605	0.0861006	0.381891	0.0849347	0.154172	0.357949	0.507933	0.0336133	0.0388243	0.661224	0.183025	0.0585896	0.152564	0.00771107	0.450463	0.2224515	0.01418372	0.108967	0.212728	0.00735875	0.0335497	0.00893704	0.0480395	0.0670608	0.0313413	0.00704026	0.223332	0.012183	0.133694	0.0341366	0.0156164	0.0560167	0.37597	2	52.51531	0.03244864	0.0573333	0.323403	0.891362	2.7279	0.1443	0.108367	0.126703	0.264112	0.129144	0.227375	0.3901537	0.9636458
2700	-592.3402	-522.9821	-69.3581	24.77214	1.80419	0.168003	0.342619	0.10653	0.129332	0.22563	0.14493	0.125875	0.0478152	0.0778001	0.0217128	0.00693819	0.0687709	0.184622	0.00824955	0.039736	0.0235203	0.0449977	0.144509	0.00955211	0.0855006	0.0393154	0.00714073	0.0118598	0.0316267	0.264875	0.130554	0.0461716	0.372051	0.0236458	0.160539	0.183667	0.0602185	0.153219	0.0538252	0.0622782	0.0250537	0.569573	0.0215822	0.104029	-0.04806064	0.130055	0.037768	0.105203	0.026311	0.0836985	0.19693	0.0695178	0.00413464	0.0306256	0.150463	0.0143984	0.0398643	0.0605573	0.0415238	0.00895057	0.4101353	2	52.95043	0.03684146	0.268725	0.632434	1.06422	2.03462	0.176229	0.144735	0.0996073	0.269216	0.168407	0.141805	0.3620747	1.132737
2800	-599.8551	-529.7829	-70.07218	10.41979	1.05999	0.507003	0.311718	0.0448538	0.0655704	0.0569575	0.399149	0.234474	0.0760278	0.136872	0.185925	0.107147	0.106996	0.398379	0.189522	0.0871292	0.00325929	0.0500772	0.406917	0.118876	0.0748829	0.0138974	0.0506618	0.0188322	0.0210115	0.134622	0.240922	0.00325303	0.0163469	0.0428815	0.638148	0.206918	0.0399944	0.101209	0.00283713	0.00395131	0.138528	0.0980977	0.0297479	0.1277729	-0.005932956	0.221383	0.0827027	0.00445842	0.0237662	0.00681603	0.376266	0.00626097	0.0539078	0.0126327	0.0683542	0.032072	0.0353107	0.0340581	0.0416629	0.000347641	0.2684486	3	50.52725	0.05506387	0.148766	0.494069	1.00927	2.3479	0.17178	0.144895	0.106152	0.238004	0.146844	0.192324	0.2625156	1.0226
2900	-623.2381	-523.0656	-100.1725	34.84049	0.7018911	0.0472418	0.574157	0.0164461	0.0779037	0.146841	0.268422	0.232059	0.11391	0.150359	0.04689	0.423056	0.077297	0.189336	0.13436	0.692836	0.179772	0.22946	0.524219	0.948088	1.30968	0.0918308	0.293501	0.0115085	0.0419464	0.169128	0.509547	0.500602	0.0246022	0.474086	0.0186893	0.205913	0.513967	0.514657	0.0291882	0.507329	0.752708	0.34963	0.145612	0.2464065	-0.0412105	0.0413208	0.209246	0.0214506	0.0211303	0.0978741	0.35077	0.0917349	0.0222445	0.0130434	0.0175913	0.036058	0.00198507	0.0191631	0.0267993	0.0295888	0.2064926	4	55.75778	0.04394698	0.0745923	0.364421	0.925567	2.63542	0.138382	0.127025	0.122175	0.303559	0.136159	0.1727	0.1652821	1.249334
