Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-299.9634	-261.4522	-38.51116	2.49919	1.635204	0.00604242	0.0278355	0.0167351	0.0145163	0.0509069	0.135908	0.0932605	0.0586186	0.176091	0.120418	0.0342057	0.0257911	0.00522039	0.0222278	0.0120862	0.0145428	0.104946	0.0169663	0.034044	0.165036	0.01151	0.00607458	0.131971	0.0797764	0.032543	0.0629122	0.0762774	0.00770943	0.0273172	0.151311	0.0462434	0.00139761	0.00518532	0.705825	0.0544651	0.38221	0.0081217	0.0424883	0.0116159	0.0440504	0.0506075	0.0213908	0.0686516	0.0270827	0.0276016	0.0898392	0.0445501	0.00268218	0.0858107	-0.04568476	0.00307263	0.00682857	0.0652111	0.223393	0.0200529	0.00233063	0.038312	0.0888596	0.0815496	0.0685076	0.0281171	0.213551	0.0194742	0.129707	0.0110332	0.3535795	8	51.98048	0.09776443	0.245473	0.609616	1.05746	2.08745	0.269933	0.328829	0.16555	0.0584702	0.134935	0.042283	0.3078947	1.148378
1100	-283.4257	-259.2683	-24.15737	1.089221	3.661513	0.0119841	0.0773123	0.102057	0.00570774	0.00560744	0.065326	0.00827109	0.0179154	0.238919	0.00961406	0.0322653	0.11313	0.00302198	0.072781	0.0311395	0.00516584	0.0173411	0.0548558	0.0623645	0.00257597	0.0384231	0.0106033	0.0709455	0.103382	0.190487	0.00866623	0.0073461	0.00399015	0.038533	0.20443	0.0231609	0.0389806	0.0291561	0.00487252	0.0119262	0.14264	0.00728054	0.0677857	0.00137674	0.0128757	0.041877	0.02475	0.00261434	0.0261258	0.199748	0.0928187	0.00495385	0.00618532	0.05907212	-0.01261058	0.0159832	0.124269	0.224577	0.0828409	0.0021549	0.0366428	0.0571895	0.0178424	0.0454837	0.00859153	0.0190855	0.170633	0.00592614	0.120639	0.0681404	0.2628719	9	53.05807	0.08830062	0.434742	0.762626	1.08428	1.71835	0.194444	0.309196	0.0802998	0.124748	0.182446	0.108866	0.2502613	1.05039
1200	-311.934	-269.9253	-42.00872	1.370603	4.421098	0.0203757	0.0808981	0.000777155	0.032613	0.0185156	0.195135	0.0171363	0.00861503	0.136971	0.0610313	0.0254841	0.0146486	0.0870225	0.0232717	0.266039	0.00182616	0.100437	0.176344	0.0154079	0.153746	0.0819426	0.00668428	0.0242128	0.0561258	0.00461545	0.057017	0.0300461	0.0284606	0.0347237	0.0281121	0.310524	0.0606764	0.0017826	0.11256	0.0197614	0.0177655	0.0152906	0.0016557	0.0196864	0.0647416	0.0194404	0.11554	0.00626808	0.00571263	0.00699226	0.0915687	0.0814344	0.00681108	0.07111302	-0.01365472	0.0514479	0.0186116	0.11198	0.104572	0.0663195	0.0434967	0.0884275	0.143257	0.0122428	0.070024	0.0291728	0.0957864	0.0219884	0.0398621	0.102811	0.3715919	6	51.358	0.07701126	0.476098	0.788618	1.08413	1.65115	0.160491	0.278376	0.246182	0.0870374	0.178595	0.0493188	0.3579372	1.038148
1300	-300.182	-265.4001	-34.78189	1.938002	2.330139	0.0305729	0.0177009	0.0314084	0.0268294	0.0380813	0.0595807	0.0605902	0.0867209	0.044936	0.043202	0.0509335	0.15449	0.02713	0.0873544	0.00651747	0.16347	0.00944192	0.0236627	0.0383765	0.0267322	0.249363	0.0305171	0.0367679	0.0492038	0.0192083	0.00946237	0.386938	0.0304733	0.0310922	0.0819855	0.0756804	0.00568047	0.0328601	0.0230565	0.0702866	0.0136932	0.0600779	0.0574729	0.0494859	0.153653	0.0622386	0.0263274	0.0926606	0.0981595	0.00655892	0.00778995	0.200797	0.146212	0.06881202	0.08285428	0.00860015	0.151723	0.163518	0.0996932	0.0277879	0.0305624	0.0382635	0.045828	0.174232	0.0524369	0.00170189	0.0465157	0.0367945	0.119797	0.00254591	0.4094242	7	56.02129	0.08375102	0.329737	0.68608	1.07642	1.90777	0.171462	0.332711	0.137094	0.0997137	0.144893	0.114126	0.4922785	0.8316923
1400	-262.0244	-250.5236	-11.50082	1.75121	3.823838	0.0102805	0.0653776	0.0691992	0.0168302	0.0396769	0.0297294	0.00518109	0.00393272	0.165918	0.0652151	0.00682433	0.0060219	0.0075289	0.0406983	0.0261665	0.0538118	0.141456	0.00441655	0.0907999	0.00129724	0.00850008	0.0378633	0.0614032	0.000558543	0.0057001	0.0189676	0.0395446	0.00843304	0.00649792	0.0408009	0.00214304	0.00233844	0.017389	0.0259183	0.00518239	0.0287756	0.0418186	0.0226456	0.00358572	0.00332467	0.0530023	0.178935	0.00982114	0.00231772	0.106499	0.205219	0.0135572	0.0151158	0.03886824	0.05501321	0.0166966	0.0652465	0.134072	0.0510838	0.0512225	0.00773629	0.078383	0.0387853	0.185512	0.0608565	0.0147629	0.17875	0.018869	0.061658	0.0363655	0.2693255	9	63.51004	0.09578764	0.444415	0.768888	1.08439	1.70231	0.247484	0.227778	0.128352	0.0829235	0.241677	0.0717864	0.3243387	0.8303834
1500	-286.2136	-262.0694	-24.14419	6.925503	4.181267	0.0129901	0.0358836	0.00694021	0.00484574	0.0327006	0.146596	0.0245529	0.0525781	0.0645978	0.00857692	0.003172	0.0316949	0.0291695	0.00422624	0.0066599	0.00320707	0.0519309	0.00734947	0.0829212	0.00873257	0.00195878	0.00657822	0.0363463	0.0370958	0.0122955	0.0643617	0.00661409	0.0186823	0.184691	0.033337	0.00968527	0.00322776	0.0258606	0.00804986	0.0427434	0.0345278	0.0293351	0.0209276	0.00927427	0.020383	0.0364804	0.00465242	0.0263471	0.0364692	0.00478785	0.0535122	0.00684107	0.050935	0.03712401	-0.06426907	0.0141194	0.0329389	0.125925	0.123976	0.0125954	0.00352599	0.081551	0.0164892	0.030654	0.0976128	0.00744413	0.152385	0.115934	0.179391	0.0054569	0.42701	4	50.58298	0.03390404	0.464051	0.781253	1.08433	1.67036	0.297016	0.261697	0.125246	0.122507	0.156724	0.0368103	0.362741	1.177176
1600	-291.5131	-255.0582	-36.4549	1.208664	3.387127	0.038165	0.00976558	0.0609243	0.0515422	0.00201902	0.123415	0.0188613	0.0764855	0.189732	0.127561	0.00248029	0.067288	0.0059496	0.0392763	0.0469811	0.0166143	0.0976891	0.0293885	0.0308287	0.00401766	0.0758204	0.00794701	0.0899993	0.0075092	0.0887166	0.0611005	0.191776	0.049506	0.0323224	0.0512332	0.000784595	0.0746128	0.0307671	0.0235814	0.00201627	0.000767224	0.0308492	0.372636	0.000129823	0.0353687	0.00820735	0.0338592	0.00438866	0.118416	0.279145	0.0288557	0.0356042	0.00298777	0.05348725	-0.05966333	0.0229187	0.046258	0.118133	0.00974984	0.0304952	0.0403274	0.0718515	0.0462577	0.251232	0.110948	0.00788302	0.156754	0.065697	0.0164779	0.0050157	0.4718531	6	50.68966	0.0528921	0.417158	0.750935	1.08386	1.74805	0.189578	0.288259	0.0987614	0.095528	0.246427	0.0814464	0.4121898	1.144747
1700	-274.0682	-269.2784	-4.789766	5.170683	1.97983	0.106591	0.00438308	0.0305259	0.000180956	0.00647198	0.112741	0.00136341	0.0259344	0.0626113	0.0227382	0.00510965	0.00800618	0.00500941	0.0381198	0.0331382	0.0342478	0.0450627	0.00305989	0.00134883	0.0186138	0.0299584	0.00529231	0.0212319	0.00239385	0.00180074	0.0590495	0.0255543	0.0406279	0.00308699	0.0613226	0.0471423	0.00141324	0.0005224	0.00512574	0.0464033	0.00471333	0.0209142	0.130767	0.0140418	0.0336134	0.093885	0.0657386	0.0158195	0.00585031	0.0837037	0.0157245	0.0176608	0.050216	0.03287791	0.04649312	0.0139005	0.005781	0.100691	0.0954603	0.0697776	0.0505002	0.0321746	0.031257	0.0618739	0.0851541	0.0825709	0.145261	0.0264486	0.194463	0.00468544	0.2953019	7	50.90448	0.07271039	0.290855	0.652852	1.06948	1.98682	0.162685	0.225204	0.276166	0.102627	0.173609	0.0597091	0.341795	0.8639737
1800	-277.01	-252.5083	-24.50172	3.42468	4.453839	0.00672544	0.00578069	0.0538031	0.000535748	0.032783	0.0983913	0.016906	0.0181417	0.206091	0.0776218	0.00628742	0.0417505	0.0152751	0.0689374	0.0108763	0.0334404	0.0109302	0.00294001	0.0155066	0.000479299	0.00485571	0.00526328	0.0775823	0.0692654	0.0210198	0.0596216	0.0336587	0.131835	0.0462894	0.24494	0.138898	0.0110635	0.0238268	0.0150679	0.0220937	0.0650695	0.0109896	0.300407	0.00458925	0.00656986	0.000495405	0.00632386	0.0334638	0.0151698	0.0547508	0.00672458	0.0407067	0.203119	0.0474136	0.04393976	0.00308985	0.0391695	0.155709	0.153188	0.0393506	0.00732595	0.0315939	0.0632099	0.158386	0.0620044	0.0775788	0.0872675	0.0137234	0.0253961	0.0830074	0.3358149	10	50.87786	0.04533776	0.47768	0.789573	1.0841	1.64865	0.268302	0.310068	0.167114	0.0812434	0.124876	0.0483976	0.3797547	0.8842944
1900	-276.5209	-262.9572	-13.56373	6.403334	3.837433	0.00238588	0.053409	0.0581475	0.0166323	0.0785655	0.00113965	0.00179988	0.00398695	0.00578991	0.0151165	0.00311591	0.0329177	0.0176208	0.0362684	0.0193304	0.00883404	0.0117407	0.0275333	0.0143855	0.0214691	0.0221223	0.0216101	0.068548	0.046242	0.0133269	0.00372896	0.000865638	0.000824402	0.00639138	0.0325596	0.0626262	0.0147689	0.167099	0.0850432	0.00300076	0.0112273	0.0271348	0.0177958	0.0181643	0.0960769	0.0623124	0.00552908	0.118236	0.000313068	0.00410204	0.00681846	0.0697585	0.0976044	0.02552735	0.008027772	0.0118068	0.0326113	0.071935	0.0461686	0.0186511	0.00978369	0.0142511	0.0253413	0.243087	0.0309255	0.0467247	0.0829992	0.0532447	0.250674	0.061796	0.2641814	6	57.42179	0.07190415	0.445202	0.769393	1.08439	1.70101	0.235917	0.30119	0.108358	0.0757567	0.204364	0.0744147	0.2722092	0.9705088
2000	-294.439	-261.5561	-32.88295	1.239372	4.575036	0.101473	0.003452	0.0350857	0.0434327	0.136229	0.00154074	0.0740046	0.00905666	0.0490189	0.0023319	0.0518459	0.21021	0.0410329	0.0220709	0.0113246	0.0538678	0.0993404	0.0268932	0.105827	0.0293058	0.0740184	0.0402639	0.0252844	0.0356445	0.0191263	0.00435303	0.0231618	0.0950024	0.256291	0.0250992	0.0644975	0.00871595	0.223963	0.00228093	0.0111463	0.095233	0.0174437	0.0385024	0.0234048	0.336846	0.0997267	0.0175096	0.181332	0.0487867	0.0130443	0.021245	0.0992262	0.0671147	0.06861549	-0.1005694	0.00835076	0.016991	0.259202	0.0704316	0.0309557	0.0122177	0.0112808	0.0397167	0.125335	0.150594	0.0271679	0.138919	0.0230866	0.0476904	0.0380612	0.4772427	4	50.71674	0.06357039	0.483409	0.793009	1.08395	1.63963	0.142744	0.290373	0.17755	0.0684707	0.233743	0.0871184	0.3766733	1.266994
2100	-299.0055	-260.507	-38.49842	0.6554508	3.8075	0.0123691	0.0206032	0.05154	0.0470802	0.158001	0.0383247	0.0115624	0.0201057	0.0279154	0.0267645	0.0113883	0.305271	0.0565993	0.00231232	0.0893459	0.0429504	0.00338164	0.00267909	0.0666741	0.0281433	0.024862	0.316439	0.0349235	0.000531378	0.033785	0.0622132	0.013159	0.209844	0.0136375	0.118665	0.0691884	0.00897766	0.0359549	0.0530473	0.00210505	0.000416444	0.0698502	0.0173418	0.0357781	0.0395572	0.00786187	0.0985921	0.266583	0.0841584	0.01752	0.0121286	0.211878	0.0238225	0.07090959	-0.0625907	0.00343329	0.0411548	0.151666	0.0032713	0.0956971	0.0176732	0.0208013	0.0282574	0.278187	0.0500854	0.0151875	0.0919793	0.0152446	0.0264066	0.160956	0.4328345	6	50.8824	0.03759713	0.443464	0.768278	1.08438	1.70388	0.123534	0.324645	0.126022	0.087832	0.296958	0.0410095	0.3702438	1.169053
2200	-289.9511	-261.6799	-28.2712	0.9497196	2.173225	0.00833516	0.0962749	0.0419728	0.0416473	0.270657	0.0750513	0.0734564	0.0232858	0.0799147	0.00169099	0.0382242	0.259811	0.0226092	0.0165309	0.120913	0.0638063	0.111122	0.0214692	0.0435942	0.0132971	0.0264024	0.0038929	0.0897703	0.0344784	0.0350703	0.0494545	0.0279871	0.156247	0.0404772	0.04892	0.0741543	0.0724718	0.00337842	0.0775398	0.0817924	0.0191876	0.0269056	0.0570453	0.0265335	0.0560841	0.0555431	0.00238033	0.175967	0.0333088	0.000665258	0.0728105	0.087251	0.0151458	0.06827584	0.0246288	0.00951278	0.034665	0.0911126	0.162658	0.0368582	0.0180342	0.0648423	0.0711627	0.0550022	0.0534472	0.00841138	0.215454	0.0536195	0.0959426	0.0292783	0.4985752	13	52.31382	0.05597623	0.313111	0.672254	1.07378	1.94086	0.286591	0.255073	0.145177	0.0732386	0.182039	0.0578826	0.523204	0.952927
2300	-302.1488	-262.1967	-39.95208	2.14797	2.48887	0.0601052	0.00518896	0.0481425	0.193259	0.0905803	0.0229309	0.0377671	0.28272	0.0621557	0.0213809	0.00616843	0.110764	0.0423906	0.0207015	0.00241585	0.119536	0.00239712	0.00191691	0.0420564	0.0343991	0.204571	0.0964906	0.0424306	0.0695557	0.0787463	0.025637	0.0465232	0.15168	0.0252197	0.315205	0.14452	0.116279	0.228757	0.057381	0.0524051	0.0595494	0.00150549	0.0433126	0.043112	0.0789155	0.0454798	0.031355	0.264519	0.0925264	0.0803712	0.00630084	0.00695748	0.00613074	0.08367382	0.00876458	0.000267597	0.0211535	0.066577	0.109399	0.0414121	0.00371153	0.0426721	0.0629479	0.114627	0.118127	0.000396081	0.232592	0.0623777	0.116792	0.00694758	0.3634568	4	50.03783	0.08959518	0.345399	0.698623	1.0785	1.87748	0.196729	0.239757	0.271487	0.076499	0.160528	0.0550003	0.3722214	0.9764533
2400	-280.7892	-262.8603	-17.92897	1.779783	2.745593	0.0244168	0.0542373	0.0171226	0.00808907	0.0355836	0.0770768	0.011235	0.0174822	0.118504	0.00620652	0.0151809	0.00412192	0.00928677	0.00204901	0.0131722	0.0462227	0.00972845	0.0663354	0.0044444	0.00976613	0.00948529	0.00904166	0.116312	0.0165939	0.00471971	0.00523659	0.0207185	0.11714	0.34558	0.00930539	0.0412783	0.155872	0.0165534	0.0186468	0.0201457	0.0800972	0.0264864	0.00261568	0.0734394	0.0761239	0.0255526	0.0116507	0.00484949	0.00237161	0.000841449	0.12856	0.0137228	0.0232635	0.05686094	-0.08389236	0.0242777	0.0371396	0.11704	0.0845085	0.00991836	0.0215672	0.0564524	0.128147	0.0994446	0.153483	0.0585931	0.0948836	0.0152915	0.00545939	0.0937935	0.5521077	8	51.50253	0.04967988	0.36857	0.716393	1.08093	1.8341	0.217514	0.352175	0.134653	0.114658	0.156198	0.0248024	0.4682153	1.179175
