Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-245.1683	-250.6491	5.480795	2.319244	3.938735	0.0476093	0.0193469	0.00196807	0.00928344	0.00192365	0.0341422	0.0739405	0.0098976	0.00740891	0.00087771	0.011608	0.00305592	0.00676641	0.00115711	0.00388644	0.014098	0.00371012	0.0224365	0.051255	0.0882083	0.0464098	0.062478	0.00644323	0.0102501	0.0138406	0.000914871	0.0437842	0.00530708	0.00139533	0.0110072	0.0449354	0.0054812	0.0347855	0.0103798	0.155566	0.073792	0.0480532	0.00269807	0.00821149	0.00202907	0.00688681	0.0140041	0.00277147	0.0205742	0.0171812	0.0514124	0.0209997	0.00713049	0.02008232	-0.002297566	0.0671846	0.0121298	0.346796	0.0132284	0.0694171	0.0664616	0.0444834	0.0436352	0.0588698	0.0816042	0.0166189	0.0755307	0.039988	0.0492144	0.0148375	0.3361003	8	50.57907	0.04747327	0.450965	0.773063	1.08441	1.69157	0.181302	0.191223	0.161742	0.108197	0.29627	0.0612651	0.3338028	1.006883
1100	-248.194	-250.0822	1.888185	2.912871	3.97695	0.0980206	0.0255683	0.014798	0.0878924	0.00643152	0.0116682	0.010838	0.000942034	0.0174864	0.00495531	0.0474617	0.000176828	0.0097876	0.000590634	0.0200745	0.0101817	0.00166594	0.0126997	0.0311297	0.00946159	0.0613168	0.125187	0.0341377	0.0309505	0.00347354	0.084189	0.0212764	0.00270274	0.00822658	0.0168802	0.0720709	0.0293539	0.0451906	0.014392	0.00413338	0.0309563	0.0377938	0.0243724	0.00504403	0.0283843	0.00469962	0.0278837	0.0180379	0.00385811	0.0312863	0.000167078	0.00218195	0.00509008	0.02813039	-0.05845813	0.0610964	0.0235115	0.208161	0.0177023	0.0984917	0.123567	0.0461669	0.00965713	0.0402138	0.063398	0.00846374	0.118801	0.0180176	0.151675	0.011076	0.4169238	7	58.69391	0.05295065	0.453091	0.774408	1.0844	1.6881	0.211422	0.251688	0.128905	0.0692943	0.302559	0.0361315	0.3584657	1.163079
1200	-230.0472	-259.0456	28.9984	2.025506	2.791154	0.0139749	0.000166001	0.00110385	0.0261069	0.0205523	0.0407655	0.00241835	0.0233752	0.00382506	0.0157238	0.0124407	0.0189593	0.00125017	0.00630422	0.044914	0.0120086	0.0571572	0.0175377	0.0414398	0.0288823	0.0233845	0.0197729	0.00186315	0.021379	0.157887	0.0113486	0.0475248	0.0092782	0.00238031	0.00139636	0.0102404	0.0511735	0.00315753	0.00642125	0.00428839	0.00440572	0.0298031	0.0053389	0.00495195	0.00243003	0.0650422	0.00626088	0.0135065	0.00441598	0.0374257	0.0787313	0.00229781	0.0167293	0.02283166	-0.01995019	0.0515207	0.0324103	0.157777	0.00396269	0.0780817	0.0899995	0.102734	0.02549	0.0477556	0.0777158	0.0219653	0.0101938	0.0347676	0.192546	0.0730795	0.484616	9	50.35708	0.09067143	0.372431	0.719267	1.08127	1.82703	0.19755	0.216806	0.179874	0.0503498	0.313626	0.0417945	0.4646659	1.042934
1300	-222.4351	-249.1642	26.72911	2.419071	4.622593	0.0124267	0.0211962	0.00199222	0.000837548	0.000169989	0.0244982	0.00619075	0.000836047	0.0176943	0.0488068	0.000632221	0.00375451	0.0166719	0.0152866	0.122975	0.00439037	0.000343524	0.0337388	0.00164645	0.00973442	0.025412	1.05034e-06	0.00344679	0.00883416	0.0394597	0.0292791	0.08051	0.0208236	0.00749364	0.0231159	0.00352184	0.00173321	0.00213864	0.0046086	0.0017091	0.0147126	0.0229377	0.000173224	0.0129033	0.0543068	0.0377964	0.00535758	0.00327204	0.00526852	0.0120362	0.0578425	0.00668259	0.0155005	0.01839132	-0.05578386	0.0447487	0.0280986	0.203755	0.000529	0.124469	0.0343082	0.0505231	0.0237372	0.00551889	0.0424084	0.000401792	0.348722	0.020206	0.0709285	0.00164553	0.3693754	7	53.90611	0.06843117	0.485605	0.794316	1.08389	1.63619	0.170517	0.201046	0.192989	0.0258638	0.382362	0.0272221	0.3135915	1.177887
1400	-262.0182	-249.9134	-12.10482	2.203133	2.457628	0.0177759	0.0517017	0.0183217	0.148517	0.137983	0.0941657	0.014733	0.0166516	0.0383235	0.0366691	0.0100672	0.121055	0.104239	0.0339232	0.0430753	0.0273974	0.0604359	0.0108633	0.00471466	0.00793613	0.0806205	0.00371724	0.0142654	0.0434753	0.0689762	0.0130008	0.102571	0.0518888	0.00274881	0.101608	0.00965506	0.0228311	0.0119762	0.0120294	0.0176871	0.0246449	0.124235	0.0116175	0.108358	0.00723754	0.0145634	0.0309543	0.00201942	0.0518064	0.0619078	0.0932598	0.0539644	0.018924	0.03439883	-0.04678548	0.0504751	0.0619111	0.0756676	0.00704014	0.0413335	0.193088	0.0476566	0.0551728	0.0868628	0.124903	0.00526745	0.0760448	0.00964074	0.110944	0.0539926	0.465893	11	52.22155	0.07379747	0.342402	0.696258	1.07813	1.88321	0.155677	0.162707	0.138726	0.0823055	0.396017	0.0645674	0.4191075	1.111631
1500	-241.8644	-249.4204	7.556015	1.53199	2.481109	0.00353449	0.0075123	0.00398753	0.00629207	0.0138896	0.0150914	0.0370785	0.041688	0.00634797	0.0673215	0.00481618	0.0578201	0.0357246	0.00321707	0.0571073	0.0018062	0.0207239	0.046606	0.0196881	0.0303418	0.0247956	0.000189856	0.0433048	0.0525091	0.11768	0.0337749	0.0365657	0.0135228	0.00370254	0.167366	0.00602317	0.00385095	0.0145922	0.00088881	0.00109152	0.0125659	0.0677477	0.0061583	0.037918	0.0257205	0.0110205	0.0217373	0.0294707	0.00314187	0.0175329	0.00899619	0.0463685	1.47136e-05	0.02322911	-0.0598087	0.0637292	0.0578427	0.129576	0.00153003	0.0831255	0.0332852	0.0724271	0.028292	0.158454	0.0463241	0.0126062	0.152381	0.00108091	0.108041	0.0513055	0.486751	8	58.51224	0.07372303	0.344658	0.69804	1.07841	1.87889	0.125205	0.199104	0.165983	0.0610035	0.399487	0.0492165	0.4269423	1.140086
1600	-237.7122	-245.621	7.908727	1.585442	4.68438	0.00682408	0.00522084	0.00834668	0.0290341	0.021054	0.0585342	0.0115773	0.0304087	0.0162901	0.00112175	0.0369899	0.0311194	0.0503024	0.000725598	0.0184075	0.0114152	0.00479619	0.00769435	0.00645045	0.00438047	0.134308	0.0651205	0.0334773	2.07259e-05	0.0158812	0.0337694	0.00774536	0.00332056	0.017479	0.0415996	0.0819524	0.0104631	0.0261575	0.0230959	0.130748	0.00700678	0.0424247	0.0133519	0.00386051	0.00942873	0.0149273	0.0458521	0.00900491	0.0546011	0.00253295	0.00256376	0.00630829	9.709e-05	0.02882491	-0.0946995	0.167215	0.0447745	0.147431	0.00238384	0.00108633	0.113905	0.0962292	0.041077	0.124063	0.079186	0.0135593	0.0714045	0.00771849	0.048004	0.0419618	0.4690998	10	53.65564	0.09408835	0.488416	0.795982	1.0838	1.6318	0.147647	0.136851	0.165534	0.116569	0.35327	0.0801293	0.3744003	1.252937
1700	-204.2011	-234.6135	30.41241	2.249286	4.45519	0.00166484	0.0264872	0.01379	0.0679647	0.00119671	0.0182415	0.00570354	0.0155362	0.00927779	0.00861902	0.0118109	0.0314165	0.0131975	0.00556487	0.00132631	0.00167189	0.00173491	0.0428149	0.00293439	0.00521605	0.0764537	0.000496345	3.03611e-05	0.0025632	5.36232e-05	0.00303306	0.0402747	0.00651405	0.00660699	0.0046747	0.0108401	0.00215075	0.000258691	0.00844242	0.000238	0.0189244	0.000402326	0.00990777	0.0344538	0.0018112	0.0124589	0.00979447	0.00061755	0.0408264	0.0066249	0.0581611	0.00882235	0.0036571	0.01608793	0.009189436	0.0256965	0.0200266	0.0849149	0.00298462	0.0172808	0.0415312	0.0664345	0.0228853	0.276708	0.0511376	0.0126691	0.341822	0.00818505	0.0273933	0.000331332	0.3182493	7	50.64974	0.1122965	0.477745	0.789612	1.0841	1.64855	0.188671	0.173988	0.125833	0.0757313	0.407844	0.0279332	0.3274388	0.9719354
1800	-254.2068	-250.3311	-3.875686	3.018097	1.277643	0.0605569	0.0106689	0.0707293	0.0479682	0.0240123	0.00968756	0.0515682	0.0284237	0.0260047	0.0413287	0.0586423	0.0372496	0.0018402	0.049845	0.00107438	0.0240201	0.027255	0.00913751	0.0415808	0.000749065	0.135281	0.000317102	0.00409524	0.00305692	0.000762337	0.0114108	0.109108	0.0409707	0.0715235	0.00826789	0.00984169	0.0231383	0.0190404	0.0179842	0.00445982	0.0243262	0.0377896	0.0196224	0.0433441	0.028758	0.01701	0.0765038	0.0147794	0.0889349	0.0112701	0.167302	0.0124451	0.00345667	0.0449318	-0.00512177	0.0303194	0.0236632	0.224142	0.00570478	0.118075	0.14565	0.148499	0.0324803	0.0255182	0.0304699	0.0128235	0.187531	0.000932266	0.0111893	0.00300132	0.6599243	8	51.4732	0.05202142	0.188842	0.546812	1.03418	2.23017	0.154716	0.178062	0.0868785	0.100062	0.442628	0.0376528	0.6548025	1.007822
1900	-257.6229	-254.2712	-3.35177	2.916488	1.544288	0.0293305	0.00343355	0.00315224	0.0722909	0.0148442	0.00410445	0.0222847	0.00765732	0.0122264	0.0236878	0.075251	0.00151751	0.0666652	0.0452414	0.025356	0.135191	0.0405536	0.0802047	0.00200986	0.0109931	0.0333637	0.0495259	0.00853946	0.00808499	0.0484434	0.00656025	0.0216374	0.0331631	0.0370696	0.00436324	0.0241503	0.00833661	0.00450755	0.0232778	0.0389283	0.119246	0.000300213	0.0108861	0.0198778	0.0237886	0.00787741	0.0285814	0.0187258	0.00970322	0.0789611	0.0104782	0.0162493	0.00379094	0.0275051	-0.08649719	0.0325232	0.110506	0.0697579	0.00593489	0.0475587	0.133987	0.131085	0.0363721	0.0533046	0.23458	0.00788331	0.0649861	0.0189723	0.0405452	0.0120046	0.5133195	8	51.34184	0.0762281	0.232084	0.595766	1.05292	2.11923	0.232569	0.184136	0.133443	0.0710925	0.338614	0.0401458	0.4268224	1.202654
2000	-239.5529	-254.4886	14.93566	2.300673	1.473537	0.0101812	0.0159887	0.00865684	0.0333501	0.0041597	0.0063868	0.0239081	0.0139564	0.00155025	0.00125359	0.0347908	0.0636345	0.0391567	0.0102155	0.0341219	0.0179676	0.0182462	0.018253	0.00178379	0.00329759	0.101064	0.0193296	0.00990901	0.0125164	0.00410363	0.00625447	0.0316719	0.0477975	0.0177802	0.0537047	0.0509829	0.0344149	0.00113757	0.0532617	0.00233758	0.00420657	0.00853548	0.00370722	0.134012	0.00087102	0.0237377	0.0136684	0.00550369	0.00668455	0.00759193	0.0267961	0.0063119	0.0444389	0.02019911	0.009720655	0.125125	0.0031019	0.215638	5.90693e-05	0.0286406	0.168126	0.0479259	0.01369	0.0271867	0.0367004	0.0429608	0.196151	0.0502286	0.0316348	0.0128314	0.2794397	8	51.23307	0.1020189	0.221205	0.584092	1.04883	2.14587	0.151313	0.249975	0.103753	0.0958814	0.301854	0.0972235	0.2891603	0.9663832
2100	-248.8972	-250.7861	1.888957	3.987974	1.823297	0.129758	0.000776983	0.0323539	0.0540007	0.00328303	0.0358386	0.0280824	0.0338023	0.00737709	0.00884323	0.0723619	0.0306793	0.0916964	0.0262439	0.00958262	0.00486946	0.00913621	0.0162492	0.0179808	0.00370914	0.0485054	0.00447845	0.0212577	0.0175153	0.00308583	0.0143934	0.0422349	0.00926511	0.0135341	0.00703976	0.087889	0.0927079	0.038608	0.0596334	0.00608733	0.0310108	0.0419671	0.0393203	0.0267999	0.0176915	0.0477154	0.0402696	0.00157634	0.0132227	0.0101129	0.0448562	0.00968149	0.0578832	0.03015107	-0.09331748	0.123192	0.074794	0.137867	0.00633334	0.0972588	0.0667607	0.0645524	0.0115166	0.0197728	0.0242568	0.013115	0.172466	0.00156709	0.163914	0.022633	0.4803248	7	61.11887	0.06495981	0.271229	0.634804	1.06487	2.0291	0.204166	0.175891	0.13036	0.101756	0.328117	0.0597108	0.3870073	1.241126
2200	-255.5019	-259.5774	4.075503	2.211203	1.517853	0.00836915	0.0103106	0.0337347	0.0810653	0.0384283	0.0163572	0.00928421	0.010888	0.0228239	0.00805628	0.0757863	0.0230181	0.00771411	0.0285682	0.0941885	0.00407381	0.0712815	0.00646604	0.0382332	0.0125004	0.149993	0.00535343	0.017731	0.000688632	0.0234985	0.0052793	0.0053036	0.00886425	0.0103542	0.00673064	0.00122075	0.090421	0.0392597	0.0803575	0.0102483	0.00186622	0.0497835	0.0635551	5.33662e-05	0.0103387	0.00986511	0.0198752	0.0152136	0.0268061	0.0257593	0.0130642	0.00360845	0.0446574	0.0250739	-0.07047774	0.0100849	0.0677338	0.138196	0.014471	0.0831289	0.0412249	0.0268168	0.0332116	0.00673573	0.224164	0.0368903	0.078209	0.00155007	0.183251	0.0543329	0.4195665	6	51.24023	0.05388543	0.228067	0.591501	1.05145	2.12898	0.155392	0.259251	0.130263	0.104169	0.293763	0.0571612	0.3490887	1.201891
2300	-262.4465	-262.2676	-0.1789175	1.969826	3.069277	0.00878649	0.0169927	0.00128206	0.0124623	0.0176906	0.0398798	0.0638106	0.0095203	0.00691699	0.0269876	0.10262	0.00517154	0.0377249	0.0608502	0.0261399	0.000515892	0.0633913	0.0018347	0.0104832	0.00573937	0.0739758	0.072455	0.00817341	0.0236637	0.00827944	0.0257982	0.00531431	0.0184832	0.0122397	0.023267	0.0802722	0.0358301	0.0031574	0.0194192	0.0189252	0.0168067	0.0702549	0.00085913	0.0339691	0.0106098	0.0143567	0.0920993	0.00121599	0.0923137	0.0660535	0.131935	0.0433319	0.0122368	0.03485286	-0.02383359	0.014009	0.0614536	0.0627461	0.00539702	0.0583728	0.116891	0.017665	0.158112	0.06016	0.0489518	0.112815	0.077388	0.0305344	0.156233	0.0192709	0.4429556	9	52.95679	0.04797019	0.394551	0.735293	1.08284	1.78732	0.325661	0.202787	0.112667	0.0786717	0.226586	0.0536278	0.419122	1.056866
2400	-204.5097	-251.5371	47.02747	2.40028	2.743792	0.0171868	0.0249285	0.00274636	0.0188998	0.00565962	0.013986	0.0129212	0.00181554	0.00826501	0.00619711	0.000641041	0.00619815	0.00401974	0.0244089	0.0154891	0.00624881	0.003768	0.00342421	0.00141695	0.00149115	0.00170834	0.00258423	0.00522044	0.00146873	0.0387873	0.000149943	0.00770638	0.0297758	0.0105627	0.000253462	0.0351585	0.00145458	0.0137293	0.00353863	0.0267429	0.00451743	0.0117389	0.0151267	0.00429702	0.0617672	0.00340207	0.0144531	0.0282306	0.00447818	0.00239314	0.000626335	0.0573114	0.0168524	0.01192241	-0.0282812	0.0701003	0.024938	0.25078	0.000229846	0.0722562	0.0315359	0.0833644	0.026353	0.108926	0.0347512	0.00667262	0.204343	0.000390745	0.0359516	0.0494076	0.3256762	8	57.94102	0.09055752	0.368416	0.716277	1.08092	1.83439	0.121983	0.181397	0.168182	0.051628	0.438235	0.0385755	0.297395	1.095096
