Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-542.1352	-517.2637	-24.87147	15.84764	2.642773	0.00177229	0.0502762	0.0906944	0.00345972	0.00190819	0.0142965	0.0115823	0.0144507	0.00699729	0.0157986	0.0166281	0.0430537	0.0344607	0.0100896	0.00388172	0.031734	0.0362073	0.0388666	0.0474065	0.0249887	0.00879813	0.0162812	0.0641282	0.0226017	0.0648964	0.0839982	0.0605272	0.00465608	0.0128838	0.0231893	0.0260961	0.00688931	0.00497559	0.0096933	0.0151545	5.14129e-05	0.0219608	0.0821972	0.0686111	0.0626207	0.02681468	-0.00160214	0.0625435	0.0245717	0.148318	0.067025	0.0940707	0.00727925	0.0127406	0.0328437	0.0608561	0.0193885	0.00313562	0.125469	0.0548122	0.247986	0.0389606	0.1254569	7	92.40864	0.01888795	0.359588	0.709612	1.08008	1.85072	0.179384	0.217418	0.195751	0.122409	0.186984	0.0980542	0.1238548	1.012936
1100	-565.3142	-527.9174	-37.39678	3.12838	3.514016	0.0277043	0.00188641	0.0568178	0.00440513	0.0181651	0.0132174	0.0383034	0.00164273	0.0389388	0.0490148	0.0237901	0.10303	0.0102724	0.0140606	0.0438974	0.151918	0.134963	0.0689992	0.0466836	0.00194444	0.000252357	0.0552357	0.0399106	0.00680585	0.144222	0.118405	0.0451497	0.0102021	0.200317	0.00544094	0.00910123	0.0127544	0.0113385	0.0114962	0.00158972	0.0513927	0.118756	0.0416713	0.0493804	0.00554788	0.0409522	0.015083	0.026866	0.032521	0.141871	0.0439213	0.0670394	0.00107865	0.0506886	0.0268357	0.0208989	0.142376	0.0121983	0.0400461	0.00110227	0.305687	0.08687	0.1794237	6	62.46536	0.02444	0.425494	0.756527	1.0841	1.73388	0.190169	0.199086	0.192751	0.147221	0.184593	0.0861791	0.1945067	0.9224551
1200	-535.8405	-509.1858	-26.65469	13.24126	3.535497	0.00635121	0.00224433	0.0473324	0.0451089	0.0318797	0.022728	0.0393985	0.0371778	0.0970645	0.0387032	0.0117033	0.0311985	0.00118809	0.00307545	0.000717005	0.00173638	0.0210198	0.0399858	0.00131171	0.0288157	0.0144097	0.0184473	0.0080404	0.0574247	0.00561172	0.00959262	0.00568466	0.0420107	0.0171184	0.0181727	0.032625	0.00231665	0.00274918	0.00539194	0.0330311	0.00173927	0.00128629	0.00245041	0.0593466	0.0627609	0.03544042	0.006911663	0.0447472	0.0160639	0.133931	0.0414571	0.0371882	0.00301387	0.0274086	0.0341082	0.0459543	0.00368085	0.0278775	0.125462	0.00359445	0.252234	0.203279	0.1450293	6	95.83937	0.02172501	0.426869	0.757441	1.08413	1.73156	0.166934	0.299822	0.178705	0.144497	0.127423	0.0826199	0.1519409	0.9545109
1300	-566.6126	-528.8548	-37.75779	4.68354	2.885436	0.0302936	0.00262772	0.0507383	0.0459945	0.0410598	0.0564322	0.031385	0.0445833	0.0712854	0.0223179	0.0286103	0.0522392	0.0965706	0.00511268	0.0321401	0.00481949	0.0354656	0.110442	0.029624	0.0396862	0.0013655	0.0210479	0.050496	0.00967518	0.040203	0.0148952	0.00129043	0.00142499	0.144481	0.025856	0.0279609	0.119497	0.00319218	0.00543772	0.0402046	0.0513875	0.0283668	0.0103257	0.0702955	0.0831754	0.03678497	0.002521481	0.0581457	0.00550646	0.144864	0.0831683	0.0229877	0.00828579	0.00363819	0.0296434	0.0497088	0.120776	0.066162	0.0354581	0.0585921	0.124316	0.188748	0.1667864	4	87.17263	0.02298434	0.3802	0.724981	1.08189	1.81293	0.125996	0.279289	0.204003	0.150336	0.17035	0.070026	0.1693079	0.9851071
1400	-560.7282	-522.2652	-38.46296	13.01984	4.348922	0.0049614	0.0146101	0.00952336	0.011366	0.162353	0.0335843	0.0181309	0.0258094	0.0299382	0.0042831	0.0700214	0.0511571	0.00684791	0.0187533	0.00791331	0.0197411	0.0340142	0.00363315	0.0220394	0.0189477	0.0321863	0.0310172	0.000715418	0.0917054	0.0581958	0.00424459	0.0199324	0.0251247	0.0339715	0.0552902	0.00441385	0.00186906	0.0372867	0.0172959	0.0110294	0.0953422	0.0831543	0.0195108	0.00340628	0.000998644	0.02822598	0.004525946	0.0116389	0.00504002	0.114819	0.0375347	0.031254	0.0106267	0.00878923	0.0159629	0.0940595	0.00519817	0.00661505	0.166827	0.00132792	0.320642	0.169664	0.08817427	5	106.6091	0.01977276	0.47256	0.786472	1.0842	1.65676	0.191645	0.213702	0.172098	0.137674	0.207201	0.0776792	0.09270022	0.9511765
1500	-544.8074	-512.5949	-32.21255	5.645538	5.182092	0.0333762	0.000863315	0.00587353	0.000857708	0.103535	0.0101359	0.0184959	0.0096787	0.00235817	0.0211003	0.00791556	0.0245955	0.0214086	0.0112984	0.00611536	0.0314526	0.0856311	0.0109221	0.0290373	0.0103238	0.00174697	0.0292153	0.00476961	0.0265343	0.0050011	0.00170649	0.0260084	0.0162123	0.0179984	0.0100241	0.035407	0.00411289	0.0479246	0.00305796	0.00397541	0.0156857	0.00914273	0.0145213	0.0358406	0.0532886	0.01714678	-0.004989502	0.0640729	0.0141241	0.215648	0.0364981	0.0341469	0.00757285	0.0486071	0.0321984	0.0770813	0.0791924	0.012853	0.130881	0.0158609	0.135085	0.0961778	0.1166527	4	94.34555	0.01990918	0.509469	0.808196	1.08297	1.59936	0.179367	0.197471	0.227588	0.129089	0.195301	0.0711833	0.1116632	1.044684
1600	-537.1086	-511.9269	-25.18172	38.5914	2.644863	0.0138134	0.0422296	0.0157645	0.00155034	0.0134711	0.00585541	0.0247289	0.039756	0.0153084	0.0172973	0.00242423	0.0171735	0.0102052	0.00467826	0.000296972	0.014697	0.00218029	0.0101019	0.078361	0.00414993	0.0024596	0.0282385	0.00808722	0.0691794	0.0872129	0.0235257	0.027285	0.00948511	0.0469561	0.0242986	0.042883	0.0826463	0.00523626	0.00166541	0.00804629	0.0733108	0.0282097	0.035559	0.0331959	0.0419802	0.02516555	0.009678379	0.0917045	0.0110086	0.149485	0.0642823	0.0894899	0.0249802	0.0214844	0.0363614	0.0383403	0.0406688	0.0325311	0.123968	0.0371999	0.1396	0.0988956	0.1552675	5	70.70863	0.01728172	0.359774	0.709754	1.0801	1.85037	0.181114	0.217694	0.168338	0.191697	0.151763	0.0893952	0.1649459	0.9413239
1700	-528.6863	-510.73	-17.95628	13.71175	4.161754	0.0253038	0.0246096	0.0117004	0.00910535	0.0308848	0.00597785	0.0298251	0.00923087	0.0228881	0.0963003	0.0141778	0.0438629	0.0461808	0.000564127	0.00181125	0.0073792	0.0134031	0.00262966	0.0417092	0.0109268	0.00741981	0.0238295	0.00279171	0.0287879	0.0225139	0.0109463	0.00602759	0.0116717	0.026925	0.0409435	0.0404704	0.023917	0.0187937	0.00909897	0.0369747	0.0216471	0.0275543	0.00280514	0.0310941	0.000322994	0.01776553	-0.0275406	0.0390912	0.00839987	0.147904	0.0605406	0.0853952	0.00659729	0.0410583	0.0509496	0.0180559	0.0148664	0.0283086	0.152452	0.0550668	0.193245	0.0980692	0.1430643	5	81.39214	0.02413667	0.463033	0.780623	1.08434	1.672	0.178641	0.263087	0.181622	0.136418	0.148625	0.0916073	0.1155237	1.238398
1800	-541.9214	-521.3377	-20.58375	30.96247	2.259736	0.0203151	0.00187514	0.0123687	0.0144895	0.0781553	0.0260148	0.0222971	0.00916223	0.00818603	0.0201579	0.0391293	0.00688492	0.0305937	0.016696	0.0126454	0.00206064	0.0201085	0.00196255	0.000858704	0.012496	0.0216972	0.0300064	0.00179868	0.0245097	0.00254346	0.092832	0.00305187	0.0385394	0.00507123	0.0344435	0.0200012	0.0705788	0.00997937	0.0189052	0.00732582	0.0478666	0.016789	0.0249334	0.00491299	0.013124	0.03276232	0.02504832	0.0356727	0.00310526	0.157474	0.00618821	0.00733427	1.71316e-05	0.0625537	0.0281518	0.0348555	0.0661161	0.00198572	0.0944461	0.0146821	0.313155	0.174262	0.1188099	7	69.15033	0.03319541	0.322426	0.680067	1.07531	1.9222	0.172465	0.234754	0.251404	0.0994949	0.174917	0.0669647	0.1438583	0.8258819
1900	-580.8195	-529.0261	-51.79332	26.7771	2.318102	0.00323835	0.0107018	0.251135	0.00876196	0.0639699	0.0044962	0.0392329	0.0327301	0.0690191	0.0635471	0.0189334	0.0361371	0.0231204	0.029638	0.0263385	0.00405496	0.0101801	0.0174424	0.00465915	0.0180767	0.000369895	0.0309619	0.0858613	0.0194138	0.0157156	0.106312	0.0512319	0.0132752	0.0384936	0.0787976	0.291191	0.0328415	0.00554089	0.0226277	0.0426192	0.00611551	0.156671	0.00544516	0.0229626	0.0609534	0.04914388	-0.01212095	0.0339524	0.0229778	0.270695	0.111814	0.0254377	0.00278611	0.0402639	0.0197749	0.019134	0.0302951	0.0180464	0.100134	0.00813162	0.0949967	0.20156	0.08611677	5	96.36322	0.03042183	0.328504	0.685073	1.07624	1.91019	0.126392	0.221906	0.176024	0.167784	0.217382	0.0905117	0.07399582	1.163806
2000	-554.3052	-516.1888	-38.11639	19.04779	2.236391	0.00809545	0.0304681	0.026316	0.0368716	0.107162	0.024161	0.0703293	0.013711	0.0170268	0.0434347	0.0412981	0.0051811	0.0338966	0.00936883	0.150151	0.0172059	0.0104927	0.041073	0.00836281	0.0687987	0.0210179	0.0179849	0.0122161	0.0357348	0.0329764	0.102663	0.0333217	0.00393598	0.0289765	0.0175833	0.0009739	0.104108	0.0737288	0.13763	0.00473501	0.0218236	0.0187566	0.101115	0.00670871	0.000521113	0.04395267	-2.936405e-05	0.0386227	0.00220642	0.213401	0.0218574	0.0146961	0.0290765	0.0270056	0.0578267	0.018098	0.0146505	0.00236168	0.122655	0.0202817	0.159933	0.257328	0.1386627	6	67.59711	0.03132031	0.319949	0.678007	1.07492	1.92713	0.249394	0.163601	0.141747	0.220821	0.13604	0.0883964	0.1386334	1.000212
2100	-553.8573	-514.0145	-39.84271	13.30134	2.825168	0.0441295	0.00444506	0.0535521	0.00370781	0.122774	0.0529977	0.0364231	0.0737074	0.088865	0.00156794	0.035471	0.0523622	0.0120817	7.87882e-05	0.00175646	0.0282138	0.0150819	0.0476728	0.0022369	0.080838	0.0231884	0.0439405	0.0207931	0.0104287	0.0113207	0.0731747	0.0190688	0.0258723	0.00908452	0.0054693	0.0339379	0.0574405	0.0351982	0.0487303	0.0234298	0.00303141	0.0796276	0.0168716	0.0212752	0.00916565	0.03893969	-0.0006690031	0.0370923	0.00583914	0.195963	0.051959	0.00416393	0.00610907	0.0320202	0.00577947	0.0485962	0.0325966	0.0210199	0.22884	0.0334015	0.218731	0.0778883	0.0971755	4	78.49397	0.02269813	0.375268	0.721364	1.0815	1.82186	0.190023	0.221564	0.158437	0.0986288	0.247589	0.0837581	0.0965065	1.006932
2200	-551.2579	-518.0483	-33.20964	5.578032	0.9750734	0.0123332	0.00220918	0.0302931	0.0374641	0.0596695	0.0406141	0.0287523	0.0800264	0.104072	0.036341	0.00946999	0.135157	0.0847163	0.0072747	0.000895226	0.0124947	0.00305463	0.145623	0.000364775	0.0190807	0.145495	0.0549383	0.0190892	0.000249805	0.00133763	0.0679079	0.00398898	0.000152427	0.0231435	0.0690021	0.0148693	0.0357752	0.0333814	0.0560359	0.000916964	0.00329141	0.0131419	0.0197187	0.000448696	0.0509728	0.0342226	-0.005901652	0.00411506	0.0220855	0.295022	0.0315574	0.0465122	0.0248751	0.0699983	0.0235695	0.0476734	0.0462897	0.0256116	0.0739978	0.038973	0.109975	0.139744	0.1236356	5	73.08689	0.0189424	0.131954	0.469129	0.995744	2.40317	0.156026	0.226376	0.152573	0.104723	0.234097	0.126205	0.1177339	1.050127
2300	-555.1908	-515.4813	-39.70952	9.632766	3.791261	0.0343818	0.00922075	0.0274175	0.0158438	0.0482402	0.0326058	0.0305304	0.0483209	0.0808101	0.0177335	0.00646568	0.0728484	0.0150877	0.0536572	0.0496391	0.0053655	0.026834	0.0415066	0.0131696	0.0528981	0.0418491	0.0289288	0.148167	0.0184243	0.0139929	0.0945295	0.0116296	0.00228632	0.0297714	0.078335	0.00385533	0.00351008	0.0867061	0.166909	0.0239395	0.00448433	0.0848012	0.0714506	0.00223672	0.00851378	0.04374779	-0.01211421	0.0359721	0.0119444	0.204971	0.0239087	0.0134177	0.0107201	0.0267141	0.0429305	0.0987516	0.0242603	0.0199492	0.111157	0.0106101	0.12347	0.241224	0.1741523	5	65.74698	0.02165326	0.442514	0.767667	1.08437	1.70545	0.214284	0.195477	0.161559	0.216502	0.128977	0.0832016	0.1620381	1.074762
2400	-550.1104	-518.0304	-32.07999	11.07454	3.465732	0.0689743	0.00445324	0.0187524	0.0181708	0.0232747	0.00848749	0.0278657	0.010171	0.0316271	0.00227178	0.000543821	0.0198209	6.8038e-05	0.00138895	0.0642356	0.0169705	0.00941934	0.0482811	0.022479	0.0264786	0.0426223	0.112875	0.00666481	0.0130656	0.0717977	0.0321902	0.00735231	0.107184	0.0360106	0.0410553	0.0165875	0.0381774	0.0103435	0.00635242	0.00202249	0.0148415	0.0491993	0.00181326	0.0122751	0.0244716	0.02310689	0.01428432	0.00373601	0.00586207	0.324813	0.0357203	0.052616	0.00681291	0.0770574	0.0331444	0.0631768	0.0297491	0.000301713	0.0977639	0.027705	0.124435	0.117106	0.179064	3	76.30639	0.0152638	0.422364	0.754439	1.08402	1.73918	0.138635	0.305524	0.169177	0.15206	0.14945	0.0851544	0.1933483	0.9261213
2500	-550.4429	-514.7001	-35.74271	10.27283	3.695181	0.00912518	0.00370187	0.0348817	0.0289065	0.0281839	0.0215679	0.0618112	0.00765171	0.0614249	0.0289268	0.0457481	0.00742537	0.00697746	0.00559119	0.0284433	0.0184721	0.0165886	0.0488148	0.00179787	0.00790703	0.0271031	0.0366297	0.00165471	0.0358435	0.0995426	0.0466918	0.0516428	0.0377605	0.0264941	0.102399	0.00546324	0.0968549	0.009634	0.0452039	0.0189512	0.0110283	0.0219492	0.000580837	0.00390072	0.0115304	0.04119588	-0.008199077	0.0204481	0.017483	0.217767	0.0101364	0.0250611	0.00292253	0.0460221	0.0256142	0.0773005	0.0177432	0.00755383	0.152735	0.141786	0.0807779	0.156649	0.1320085	6	79.60487	0.02149589	0.436791	0.763962	1.08431	1.71494	0.170959	0.226975	0.195378	0.143603	0.204852	0.0582336	0.1238094	1.066223
2600	-548.746	-515.9373	-32.80865	16.07176	4.519681	0.0545384	0.00575189	0.0045144	0.0161652	0.0490828	0.0314518	0.0669683	0.00812029	0.0802729	0.0255192	0.0788588	0.0435793	0.000400337	0.00687139	0.0310433	0.00700201	0.00619666	0.00596359	0.0010113	0.0312442	0.0582277	0.0341715	0.00626085	0.0233797	0.00152615	0.00228713	0.0124337	0.0674171	0.0469925	0.03596	0.00281947	0.0648348	0.00245977	0.0939344	0.0146786	0.0204035	0.014424	0.00711959	0.00697416	0.0403027	0.03026878	-0.003060297	0.0142419	0.00903313	0.100702	0.0639394	0.115262	0.00723944	0.0546892	0.0437414	0.0279449	0.00645941	0.0151838	0.133429	0.0811232	0.172608	0.154404	0.1047059	4	70.43597	0.02404424	0.480816	0.791458	1.08402	1.6437	0.159513	0.299023	0.179228	0.10792	0.151646	0.102671	0.1016456	1.030108
2700	-583.1189	-534.5802	-48.53874	25.88971	0.8906594	0.0147305	0.00379838	0.0301623	0.182024	0.0392914	0.0480786	0.160805	0.085445	0.0134492	0.0636938	0.106268	0.0429098	0.0656541	0.0617389	0.0459018	0.0300854	0.0629651	0.00462687	0.094866	0.151661	0.0309743	0.00355506	0.0278731	0.0430267	0.0191351	0.00340692	0.14032	0.06715	0.18537	0.060206	0.0227419	0.0596951	0.056212	0.0211313	0.00367094	0.0389418	0.0155669	0.0107315	0.0942416	0.0126239	0.05750164	-0.02015195	0.0227324	0.0213849	0.28971	0.0511569	0.0158205	0.0189383	0.103006	0.0536088	0.0178052	0.00624357	0.0309191	0.124968	0.0279737	0.0564901	0.159243	0.1855251	5	77.49644	0.03193454	0.114655	0.441227	0.979224	2.46489	0.186995	0.252565	0.134503	0.153887	0.14773	0.124319	0.1653732	1.121857
