Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-605.2548	-532.3935	-72.86132	6.496821	2.488106	0.0371045	0.0046708	0.11964	0.0583027	0.0952043	0.0570075	0.00640363	0.129731	0.326977	0.146696	0.279266	0.0216307	0.185368	0.0273084	0.0507599	0.138937	0.021387	0.161332	0.322528	0.139544	0.0650628	0.0766223	0.0380808	0.172536	0.155656	0.190441	0.0520385	0.102187	0.0314603	0.106349	0.0977891	0.0179514	0.0192541	0.0161811	0.0612032	0.0484766	0.00162504	0.0390653	0.106321	0.0757286	0.1262607	-0.005396811	0.0248067	0.102016	0.0852242	0.0113675	0.042658	0.0176385	0.0805354	0.000296784	0.0504812	0.118857	0.0585922	0.103451	0.0589066	0.224376	0.0207938	0.1853549	4	90.82988	0.01843667	0.345326	0.698566	1.07849	1.87762	0.171986	0.24936	0.139404	0.138636	0.244411	0.0562032	0.1799581	1.029989
1100	-587.7977	-532.0727	-55.72504	3.393616	1.766616	0.0959326	0.0026228	0.0419725	0.091559	0.116477	0.0406131	0.0211944	0.0959957	0.0425689	0.15509	0.102302	0.00129243	0.203776	0.011372	0.187856	0.229158	0.0219434	0.026762	0.146123	0.0395518	0.0205314	0.138005	0.0082298	0.0601162	0.0517891	0.0785219	0.0181032	0.0468737	0.00433444	0.082087	0.116566	0.0241552	0.0888712	0.1583	0.073595	0.0615024	0.1356	0.0198126	0.00239374	0.0822041	0.07672679	-0.01059761	0.0321082	0.0740436	0.138508	0.0477219	0.0449974	0.000145972	0.115341	0.0054622	0.120907	0.0469017	0.0620285	0.110267	0.0180596	0.140884	0.0426246	0.1417387	5	71.54017	0.02304503	0.26373	0.627656	1.06288	2.04573	0.121336	0.235184	0.172256	0.113288	0.28191	0.0760268	0.1311411	1.080811
1200	-595.2714	-532.2589	-63.01252	2.916562	2.603226	0.0802421	0.0067994	0.000584317	0.231298	0.0569123	0.0087286	0.0184233	0.0617092	0.199301	0.0218897	0.0386106	0.0558993	0.0710018	0.0478693	0.03152	0.0932254	0.0138389	0.0186453	0.125707	0.251059	0.00480088	0.0225948	0.0273651	0.0101058	0.176592	0.0200737	0.00710561	0.056011	0.0659737	0.0147757	0.0635443	0.0930231	0.123211	0.00224469	0.0594532	0.17235	0.0177503	0.0250098	0.0420651	0.0822692	0.0540845	-0.0191078	0.00474872	0.058079	0.120147	0.00777636	0.00982205	0.00283366	0.135838	0.00150041	0.00230051	0.0751581	0.0740689	0.0616935	0.0547673	0.350931	0.0403357	0.1749116	3	67.22831	0.0271081	0.35603	0.706889	1.07971	1.85737	0.178591	0.209107	0.220437	0.118451	0.189993	0.0834215	0.1558038	1.12264
1300	-590.7417	-530.4309	-60.31082	66.61214	1.592702	0.114334	0.0364394	0.0458719	0.23705	0.0530312	0.0217325	0.123783	0.01132	0.0166387	0.0255795	0.289916	0.0482675	0.00270446	0.016872	0.0240481	0.0770058	0.21777	0.0208915	0.0132957	0.0258466	0.0127315	0.0763051	0.148038	0.183407	0.0346603	0.0337492	0.11636	0.0291692	0.0110874	0.0793461	0.0125233	0.0717583	0.103195	0.00934247	0.00635691	0.0167894	0.0905763	0.00914989	0.0285615	0.00346214	0.05486675	0.007648688	0.00491848	0.058317	0.125106	0.0349499	0.0843173	0.00521488	0.0921373	0.00415601	0.0141843	0.0127662	0.0335487	0.153952	0.01199	0.223786	0.140656	0.1125468	5	106.6985	0.02407707	0.239294	0.603293	1.05543	2.10198	0.155839	0.222143	0.190671	0.133553	0.229359	0.068435	0.1201954	0.9363646
1400	-589.9213	-528.4772	-61.44405	16.06564	2.394433	0.0994628	0.182741	0.00206768	0.0211854	0.188809	0.00210601	0.0111648	0.016688	0.0877017	0.0128377	0.143501	0.0375566	0.0954406	0.103083	0.0715895	0.0227962	0.0739745	0.00307798	0.0493053	0.141667	0.0457868	0.00199564	0.363014	0.0358738	0.0528624	0.0148331	0.000461446	0.0714925	0.0144606	0.0350375	0.0271369	0.00440377	0.0501939	0.199399	0.0412891	0.0584069	0.131416	0.065375	0.166916	0.00368019	0.07463204	-0.0006564088	0.0040888	0.0701018	0.131579	0.0856959	0.00700771	0.00204492	0.0526375	0.00509742	0.0420081	0.0743608	0.102655	0.164848	0.0192587	0.18448	0.0541354	0.1948875	4	72.07484	0.01903241	0.336214	0.691322	1.07732	1.89514	0.11763	0.410592	0.134212	0.127201	0.140216	0.0701486	0.1942311	1.00338
1500	-583.0547	-523.9283	-59.12636	15.21241	3.669816	0.0816436	0.0403939	0.0121648	0.151279	0.0121171	0.00444916	0.135367	0.0143618	0.0146348	0.0530093	0.0425984	0.0626481	0.0056464	0.0300496	0.0688055	0.0136852	0.0563164	0.0236499	0.0217676	0.0644713	0.00873419	0.0101926	0.0138922	0.0134588	0.00646419	0.0269606	0.0820468	0.0415835	0.0590771	0.0140325	0.0223312	0.00206401	0.0628402	0.0341447	0.0605453	0.233995	0.0793316	0.00959195	0.0391779	0.0049191	0.0395705	-0.008093798	0.0115148	0.00680146	0.104235	0.0832041	0.0018843	0.00576983	0.0815187	0.0027609	0.0212606	0.0405627	0.104776	0.0849244	0.0836977	0.300096	0.066994	0.07795662	2	71.98939	0.03227103	0.43525	0.762957	1.08429	1.7175	0.177914	0.28651	0.135488	0.150205	0.170467	0.0794158	0.06986282	1.115853
1600	-585.8126	-519.2506	-66.56206	3.598053	3.689618	0.192129	0.0227026	0.0697148	0.135792	0.1573	0.00991789	0.0488401	0.0766053	0.0668312	0.0237623	0.125998	0.158967	0.00691987	0.0277136	0.00490819	0.00762355	0.104133	0.0118008	0.0421116	0.12103	0.0367912	0.0107071	0.0454209	0.318605	0.0570654	0.0707067	0.0626771	0.0138093	0.0548529	0.0412855	0.128949	0.00953405	0.115525	0.0179566	0.0228777	0.0498793	0.0192104	0.00879133	0.00158147	0.0106573	0.04637496	-0.02095127	0.00589548	0.0330673	0.189849	0.056399	0.0240926	0.00813513	0.0669731	0.00530906	0.015448	0.0842348	0.0781617	0.140596	0.00514797	0.264955	0.0217368	0.1273678	3	85.33703	0.0233365	0.436454	0.763742	1.08431	1.7155	0.163444	0.253431	0.108213	0.125263	0.252672	0.0969774	0.1064166	1.19688
1700	-592.2328	-531.6591	-60.57366	19.0099	1.801763	0.112157	0.0631097	0.0185132	0.0293916	0.0879341	0.0106306	0.00284288	0.00769565	0.0309144	0.0461574	0.0280364	0.004135	0.14664	0.0460937	0.0644673	0.0894457	0.00936927	0.13458	0.162472	0.046565	0.00265157	0.012092	0.00476596	0.0159126	0.181658	0.0744381	0.0174086	0.00962642	0.0354834	0.108622	0.0740824	0.0920593	0.0407091	0.0368171	0.00290317	0.0439377	0.027385	0.00126881	0.0088085	0.0338603	0.03872127	0.02233381	0.0170368	0.12217	0.0847611	0.0121504	0.0182429	0.0169136	0.0177754	0.00593351	0.0358005	0.114105	0.0809243	0.19163	0.0452335	0.203787	0.0335365	0.166304	3	72.69638	0.01928733	0.268405	0.63213	1.06413	2.03533	0.137473	0.310685	0.120632	0.102021	0.241312	0.0878769	0.1886378	0.8816048
1800	-578.5393	-528.1877	-50.35154	7.724846	7.912486	0.178506	0.031767	0.00366805	0.0289041	0.0415107	0.051919	0.0342148	0.00419962	0.00268487	0.076522	0.0683866	0.02317	0.00336123	0.0104755	0.0398245	0.027432	0.0776006	0.0327275	0.0352642	0.0965907	0.0208442	0.00947853	0.025642	0.0821583	0.0138358	0.00749374	0.0458566	0.0594303	0.0266122	0.00874404	0.00915386	0.223009	0.0490316	0.00929602	0.065775	0.0178907	0.00388495	0.0740275	0.0217448	0.000228707	0.0318633	0.007644932	0.0162767	0.0458497	0.154236	0.0391065	0.0168794	0.00374178	0.124714	0.000355323	0.0733236	0.0556514	0.0857584	0.0710947	0.012777	0.180376	0.11986	0.1289671	5	74.08178	0.0220691	0.591082	0.851535	1.07684	1.48054	0.168991	0.200682	0.188403	0.147557	0.205979	0.0883877	0.1366121	0.9440391
1900	-600.4672	-533.7259	-66.74139	1.823413	3.092719	0.135793	0.00794476	0.010616	0.0911245	0.0612704	0.0478521	0.0316868	0.101705	0.00824748	0.125672	0.219672	0.135578	0.076077	0.0617484	0.0204118	0.0246315	0.0322424	0.0175286	0.0306809	0.0248214	0.129321	0.0142332	0.130405	0.000157661	0.0519126	0.00583487	0.0226192	0.0356799	0.00847191	0.0539	0.0394779	0.0391557	0.054876	0.00353554	0.223357	0.0518714	0.0794785	0.0152999	0.0763453	0.0906518	0.05011423	0.03297027	0.00220784	0.136556	0.00964986	0.0192795	0.0695393	0.00982055	0.083187	0.0066826	0.00785196	0.0845654	0.059853	0.200661	0.00686283	0.209587	0.093697	0.1188411	6	100.2254	0.008556063	0.39631	0.736536	1.08294	1.78422	0.185477	0.291702	0.105982	0.136292	0.184941	0.0956059	0.1518114	0.7828208
2000	-592.5544	-534.2164	-58.33807	1.422936	1.829492	0.19038	0.0254156	0.0238177	0.107888	0.0462572	0.0112259	0.0613737	0.0512096	0.0329488	0.0104158	0.029294	0.119865	0.0246246	0.105224	0.0264662	0.0320823	0.0186566	0.0109447	0.057336	0.0202319	0.0436636	0.00444762	0.0450159	0.0432191	0.0525865	0.00361955	0.032757	0.0612114	0.0899631	0.0530588	0.147986	0.167506	0.00904424	0.0157555	0.181159	0.192644	0.055952	0.128008	0.0775087	0.0239069	0.06453656	0.0224656	0.0141285	0.0824262	0.038152	0.0355022	0.0530024	0.000594523	0.0959611	0.00251493	0.111927	0.0453095	0.0516384	0.145382	0.041428	0.149264	0.132769	0.1510025	5	69.46468	0.02391748	0.272035	0.635564	1.06507	2.02733	0.179724	0.213647	0.222996	0.0977513	0.207855	0.0780261	0.1734681	0.8704915
2100	-591.81	-525.3015	-66.50854	7.91799	2.337144	0.0436452	0.00650431	0.0125758	0.0727904	0.0223633	0.00289824	0.0118261	0.00162308	0.134352	0.0758699	0.106496	0.0229226	0.0834507	0.0462482	0.0296831	0.0629429	0.00186972	0.0522663	0.0574315	0.330555	0.0184529	0.0491652	0.00816803	0.00811557	0.124096	0.0359441	0.0176037	0.116525	0.0195619	0.0246168	0.0161916	0.058233	0.0873086	0.00858725	0.0503557	0.00988069	0.0423262	0.0485315	0.126076	0.120497	0.05429242	-0.003908121	0.0045892	0.0765941	0.080479	0.0609546	0.0578248	0.012376	0.118404	0.000783677	0.0183164	0.0600596	0.0519941	0.102656	0.057349	0.173967	0.123653	0.1055979	3	99.76762	0.01388899	0.330452	0.686662	1.07652	1.90637	0.1583	0.247644	0.149364	0.103754	0.233541	0.107396	0.1016898	1.038432
2200	-575.9367	-530.4116	-45.52502	10.36425	2.45687	0.0306992	0.024168	0.115581	0.0540319	0.0750114	0.041194	0.00558565	0.0347855	0.0308612	0.0335414	0.0217695	0.0909709	0.0249812	0.0769225	0.0118917	0.0507387	0.0138118	0.0274592	0.12986	0.0699713	0.00256152	0.0896358	0.00552	0.0121291	0.0458352	0.00697803	0.0200272	0.0351956	0.0588631	0.0403924	0.0587569	0.034481	0.0749261	0.0442071	0.0511027	0.111817	0.0348802	0.0405982	0.0183232	0.0289725	0.06624928	-0.01900944	0.00920623	0.0721812	0.0703819	0.0228339	0.0240783	6.83035e-05	0.115508	0.00546194	0.0256838	0.0991412	0.0895406	0.25006	0.0546358	0.0490422	0.112177	0.1765958	4	61.10861	0.02025535	0.342329	0.6962	1.07812	1.88335	0.218245	0.264816	0.106904	0.138131	0.183035	0.0888679	0.1575864	1.120629
2300	-600.4557	-537.5383	-62.91738	9.765033	1.771032	0.126605	0.0504129	0.06538	0.0577313	0.0799641	0.0342644	0.0158746	0.00825486	0.0564355	0.0395491	0.0218149	0.0593543	0.234743	0.0474769	0.129302	0.032294	0.026328	0.0575795	0.233059	0.0443586	0.00686484	0.0529099	0.0127291	0.00231499	0.00180815	0.159454	0.0302011	0.034032	0.110579	0.132737	0.0761785	0.103427	0.0345961	0.0385866	0.115013	0.0530691	0.0627857	0.0347573	0.0362066	0.0659374	0.07303013	0.007005084	0.0214565	0.0443877	0.0632776	0.0615694	0.0264984	0.00563817	0.0929731	0.000738028	0.0346755	0.12957	0.00666828	0.00482818	0.0271946	0.473682	0.00684252	0.1348252	6	85.14792	0.01275831	0.264322	0.628225	1.06304	2.04441	0.119248	0.234242	0.123442	0.105084	0.334947	0.0830374	0.1418302	0.9506094
2400	-578.8151	-524.5714	-54.24377	3.56119	4.688595	0.0589073	0.115045	0.00485632	0.0852582	0.0466806	0.00152924	0.0193375	0.0520218	0.0320818	0.0864343	0.0221764	0.0505945	0.0824458	0.0305861	0.0257161	0.131611	0.0354274	0.115758	0.247465	0.0680915	0.0662336	0.101678	0.00890429	0.109604	0.00235625	0.0140035	0.00702602	0.0119681	0.0377389	0.0250814	0.0533136	0.0542415	0.0242517	0.0306558	0.0452831	0.00841288	0.111488	0.0196207	0.0485146	0.0866847	0.04500868	0.009963073	0.0174611	0.0613532	0.121068	0.0336554	0.0140943	0.00174385	0.04809	0.000978519	0.0724637	0.037618	0.120786	0.276281	0.015294	0.166669	0.012444	0.163052	4	65.00482	0.02708463	0.488606	0.796095	1.0838	1.6315	0.179548	0.237129	0.174824	0.124577	0.199283	0.0846398	0.1730151	0.942415
2500	-570.1338	-532.1763	-37.95746	4.95829	2.502844	0.0270454	0.00429345	0.00243015	0.0736472	0.103478	0.0120847	0.00537266	0.00447789	0.0289328	0.0447668	0.00160216	0.0204507	0.0523784	0.0694339	0.0118719	0.0151969	0.018339	0.0880297	0.109666	0.0817642	0.0161569	0.0547776	0.0461832	0.00142411	0.00755216	0.0344741	0.0154603	0.0270735	0.109946	0.0351256	0.00197241	0.0253058	0.0250471	0.104544	0.0438534	0.00824643	0.0966106	0.0057474	0.00717249	0.0269804	0.03687343	-0.01159247	0.0322206	0.0259292	0.0557194	0.0532781	0.0286253	0.0083871	0.063999	0.00435149	0.021365	0.0739231	0.116319	0.173128	0.0717364	0.265711	0.00530747	0.1530731	4	75.40081	0.0205505	0.346726	0.699666	1.07866	1.87495	0.143011	0.347963	0.138445	0.0853359	0.221204	0.0640421	0.1414806	1.081937
2600	-595.2895	-528.7694	-66.52017	9.335308	1.920993	0.040265	0.0183192	0.0425908	0.0505534	0.269443	0.010927	0.00290917	0.00848053	0.0293138	0.110886	0.0116453	0.037901	0.0762344	0.106861	0.00644812	0.202602	0.264081	0.026585	0.747154	0.114601	0.114849	0.00689324	0.00373373	0.100391	0.0516854	0.0516571	0.000514969	0.110146	0.225117	0.0910861	0.0613544	0.118122	0.0927396	0.0509276	0.365097	0.0410624	0.0761439	0.0668677	0.14072	0.0268861	0.07915214	-0.007433293	0.00439424	0.0419912	0.0199129	0.0151272	0.136436	0.00167123	0.0939636	0.00156421	0.0263648	0.0930008	0.0390471	0.166632	0.0816696	0.0992333	0.178992	0.1166253	5	63.73858	0.03618967	0.283658	0.64634	1.06788	2.00212	0.150144	0.32567	0.128314	0.106278	0.215832	0.0737628	0.109192	1.068075
2700	-594.0686	-533.5785	-60.49016	15.31484	2.933816	0.0204991	0.0271526	0.0656825	0.0273575	0.302273	0.0124505	0.00553747	0.0809167	0.0509522	0.0884974	0.00154647	0.0820075	0.237643	0.0971529	0.0287664	0.167983	0.0190512	0.0093039	0.187848	0.0484718	0.0555334	0.0244743	0.00747186	0.0447393	0.0184855	0.0263956	0.0310436	0.0880039	0.0224592	0.040365	0.331364	0.0305716	0.0767323	0.0170363	0.0439384	0.0422648	0.149732	0.00785895	0.10061	0.0790383	0.07110765	-0.01299703	0.030377	0.0546446	0.0410673	0.0698773	0.0266868	0.00972314	0.0732249	0.00426776	0.0352913	0.134433	0.12017	0.0245956	0.0422971	0.288779	0.0445653	0.161168	4	69.52586	0.01966643	0.384076	0.727796	1.08217	1.80596	0.179951	0.313535	0.131609	0.120825	0.170161	0.083919	0.148171	1.087716
2800	-601.5894	-527.4738	-74.1156	3.745428	4.10028	0.432005	0.0486051	0.067325	0.0926297	0.0010318	0.00552649	0.0825624	0.314748	0.0120405	0.147415	0.0480525	0.069114	0.0214737	0.0098001	0.00031203	0.038007	0.0348257	0.00148421	0.148034	0.0892865	0.23246	0.0992836	0.0914772	0.216857	0.118976	0.337743	0.00940253	0.0258435	0.113335	0.0512669	0.0120485	0.016308	0.0145239	0.374165	0.126364	0.0277055	0.0067008	0.012768	0.176291	0.0675875	0.094374	-0.01304428	0.0179818	0.107913	0.208768	0.0379767	0.132479	0.00212009	0.0290079	0.00699649	0.0791189	0.0390932	0.0584129	0.0688508	0.0353781	0.127901	0.0480014	0.1137854	4	77.01515	0.02888209	0.459788	0.778607	1.08437	1.67723	0.110075	0.300846	0.157357	0.151447	0.195814	0.0844616	0.1007411	1.129483
