Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-130.3914	-119.2907	-11.10074	25.95861	1.50018	0.0854697	0.00556534	0.0287689	0.00236296	0.0265163	0.184506	0.0634012	0.00250785	0.0277474	0.00885458	0.02972007	-0.03230285	0.0447466	0.111228	0.195645	0.0413935	0.00534593	0.193614	0.149626	0.132882	0.025562	0.0355124	0.00681865	0.0148334	0.0152513	0.00173749	0.025803	0.2181425	0	55.72799	0.02619527	0.22535	0.588586	1.05043	2.13563	0.0862792	0.180236	0.107218	0.505075	0.0656372	0.0555539	0.1858396	1.173821
1100	-128.2649	-119.7823	-8.482625	8.795874	2.379144	0.0940136	0.0296127	0.111633	0.0896869	0.10911	0.0670351	0.0434455	0.0486115	0.00924373	0.0126159	0.07923218	-0.007684427	0.035627	0.0976685	0.0602363	0.00204056	0.00533301	0.0163776	0.181199	0.0207523	0.00833769	0.305054	0.0735135	0.0650888	0.0276483	0.0662232	0.0349001	0.09290121	0	62.15049	0.1311306	0.334691	0.690096	1.07712	1.8981	0.138072	0.19225	0.0497195	0.371925	0.100626	0.147407	0.08521679	1.090175
1200	-126.3518	-121.6118	-4.740095	17.76792	1.002664	0.0346754	0.00501125	0.036324	0.0264548	0.0460058	0.0307995	0.000926149	0.0254606	0.186416	0.00940631	0.02979536	0.0538739	0.0317509	0.137257	0.0834316	0.00734066	0.0484283	0.120058	0.0812255	0.0412933	0.211905	0.166589	0.00688288	0.0096464	0.00370353	0.0155679	0.0349207	0.1204052	0	50.09456	0.02707618	0.137485	0.477551	1.00044	2.38452	0.116635	0.202031	0.0710886	0.496792	0.0419191	0.0715348	0.1742791	0.6908758
1300	-128.8555	-122.9511	-5.904402	6.791047	0.8992281	0.124413	0.00371713	0.0164325	0.234245	0.0391333	0.0287571	0.0945711	0.113837	0.0127081	0.0172816	0.07266249	-0.03395569	0.00670398	0.0908326	0.204897	0.0283843	0.0767988	0.0354527	0.141636	0.00112287	0.0241097	0.243265	0.00304157	0.00194987	0.0498452	0.0147957	0.0771648	0.1909508	0	50.7283	0.06463936	0.116435	0.444216	0.981066	2.45828	0.10724	0.309376	0.0682019	0.442982	0.0532791	0.0189213	0.1569951	1.216285
1400	-130.398	-122.7657	-7.632287	16.47399	0.3274108	0.0827705	0.115052	0.0870215	0.0304111	0.338827	0.00144167	0.053887	0.00619892	0.0738284	0.0749829	0.06508298	-0.04128534	0.0257739	0.0632125	0.1052	0.0246368	0.00767071	0.0434057	0.083292	0.12049	0.0145352	0.207543	0.0403697	0.0180387	0.0150262	0.0816179	0.149188	0.1355598	0	57.20701	0.08379659	0.00778019	0.125918	0.63909	3.22721	0.105862	0.163046	0.0797251	0.455992	0.0629313	0.132444	0.09427442	1.437927
1500	-128.3267	-113.9707	-14.35595	10.05742	2.843619	0.195881	0.0390883	0.061933	0.0500559	0.131072	0.0707493	0.117555	0.324383	0.0254848	0.113789	0.1143671	-0.02395182	0.026418	0.134185	0.234434	0.0123009	0.110626	0.161848	0.0247236	0.012499	0.00342859	0.164975	0.0358416	0.0213058	0.0234431	0.000516855	0.0334535	0.2458134	0	52.60887	0.05903337	0.37679	0.722485	1.08163	1.8191	0.0986703	0.1916	0.06389	0.438145	0.0706567	0.137038	0.2218616	1.107958
1600	-131.0207	-122.5312	-8.489555	8.346834	3.172392	0.156603	0.0703687	0.0498296	0.0504823	0.111015	0.144018	0.0670684	0.16272	0.027658	0.0423417	0.07732293	0.007387719	0.0240287	0.162851	0.17304	0.0820811	0.0332811	0.0681354	0.0940509	0.0186143	0.0255118	0.0301056	0.103203	0.0252767	0.0345204	0.0471162	0.0781833	0.1078191	0	50.58627	0.1198747	0.402174	0.740647	1.08324	1.77393	0.0884842	0.19376	0.115519	0.353656	0.0680537	0.180528	0.1152069	0.9358743
1700	-116.8382	-112.8375	-4.000649	20.14909	1.486978	0.0948169	0.015656	0.0292481	0.0556764	0.0888852	0.0743742	0.0339463	0.0486317	0.0267648	0.00498495	0.04070395	-0.01978379	0.00237288	0.0686056	0.197812	0.0827593	0.0374605	0.15547	0.0608426	0.00280956	0.00310645	0.304759	0.0294649	0.0276365	0.00572269	0.0144444	0.00673411	0.1251748	0	55.37766	0.02182494	0.223304	0.586374	1.04965	2.14067	0.0746904	0.251404	0.0383371	0.528415	0.021089	0.0860638	0.105391	1.187718
1800	-124.392	-117.1651	-7.226895	16.83712	0.7486079	0.0608779	0.0165744	0.017215	0.123303	0.0825134	0.0112595	0.131991	0.00470428	0.000424113	0.037976	0.03614302	0.06910404	0.00143346	0.00167206	0.231084	0.0317891	0.164947	0.061158	0.0791057	0.0055303	0.0634243	0.12158	0.00168997	0.0249204	0.0515586	0.0433935	0.116713	0.1037726	0	50.44438	0.04422084	0.0845867	0.38559	0.94163	2.58819	0.0813436	0.274196	0.0566395	0.418623	0.0792429	0.0899543	0.1728766	0.6002696
1900	-119.1116	-117.8667	-1.244903	10.12553	0.565127	0.121306	0.0665461	0.0290542	0.010345	0.027099	0.035756	0.0630274	0.0662256	0.0744547	0.0175157	0.07340183	-0.068857	0.0177755	0.0853642	0.124392	0.00189991	0.0275953	0.257085	0.090271	0.00562794	0.0367632	0.133526	0.0175114	0.0278853	0.0177964	0.0070288	0.149478	0.1637998	0	54.23378	0.07861704	0.0460048	0.292323	0.862429	2.79924	0.105753	0.208224	0.0816715	0.418807	0.0397945	0.14575	0.09494276	1.725248
2000	-134.1787	-121.7862	-12.39256	16.04767	1.359134	0.163871	0.190937	0.0057143	0.092169	0.0123981	0.030111	0.0767305	0.00643986	0.00169797	0.157603	0.1016836	0.01934667	0.0411053	0.0296571	0.155931	0.152943	0.0249665	0.241005	0.0429767	0.00462916	0.0660952	0.158638	0.0314375	0.0273032	0.0169179	0.00403392	0.00235965	0.1779124	0	52.67076	0.01821171	0.202719	0.563297	1.04095	2.19303	0.0358522	0.263608	0.0233059	0.579974	0.0489525	0.0483071	0.1972591	0.9019225
2100	-135.1326	-122.8407	-12.29192	11.1485	2.056547	0.0767712	0.0454975	0.0575865	0.213662	0.035563	0.00054862	0.0589185	0.0660852	0.321515	0.0436426	0.1012156	-0.007347125	0.127207	0.0755719	0.0728632	0.0201309	0.0744475	0.23646	0.0781396	0.0114075	0.0553121	0.087267	0.0386192	0.0400286	0.047181	0.0249454	0.0104197	0.1265761	0	52.42377	0.01965118	0.299933	0.660895	1.07134	1.96783	0.171995	0.178873	0.0871216	0.430998	0.0745942	0.0564192	0.1192289	1.061622
2200	-144.3917	-123.9885	-20.40326	5.179265	2.553369	0.0490817	0.547879	0.437458	0.0553602	0.00288813	0.415404	0.016304	0.173355	0.232484	0.0187112	0.1400761	-0.1170947	0.00827907	0.0659406	0.185675	0.0381332	0.0219031	0.0109417	0.0430319	0.289345	0.0611667	0.0247519	0.0631838	0.163769	0.0169349	0.00213233	0.00481299	0.2247721	0	51.01545	0.05894377	0.351459	0.703359	1.07921	1.86597	0.050024	0.179351	0.111476	0.562346	0.0213303	0.0754721	0.1076774	2.087459
2300	-124.0807	-118.5133	-5.567337	10.47083	2.638148	0.0904513	0.123606	0.0126609	0.0451192	0.110087	0.0909579	0.0459935	0.0868106	0.00443894	0.0153406	0.04073671	-0.05812015	0.0162786	0.0279403	0.0666693	0.0608225	0.07872	0.0200293	0.167839	0.0560996	0.0425141	0.268725	0.0472446	0.0985926	0.0393587	0.00537238	0.00379398	0.1565321	0	54.11352	0.07248071	0.359175	0.709297	1.08004	1.85149	0.0905412	0.142362	0.0352877	0.452554	0.101283	0.177972	0.09841191	1.59058
2400	-139.2789	-119.8104	-19.46857	11.90961	0.232606	0.178173	0.0792241	0.178973	0.131586	0.0823112	0.147028	0.215783	0.121918	0.0966236	0.127826	0.2017376	0.0530866	0.0380402	0.063655	0.220996	0.0256541	0.00637577	0.0373123	0.0153223	0.0490963	0.0639743	0.319335	0.01667	0.0779048	0.00856149	0.0193443	0.0377586	0.06877468	0	68.2739	0.06502934	0.00139775	0.0544485	0.463341	3.48081	0.108168	0.274783	0.0903948	0.436745	0.0371019	0.0528071	0.1218613	0.5643686
2500	-136.1681	-117.5929	-18.57516	6.706577	1.379181	0.0776942	0.31089	0.0514403	0.0388507	0.0954661	0.27485	0.0822521	0.0237492	0.0356996	0.920069	0.3486508	-0.05558451	0.000538919	0.075738	0.0499843	0.00561896	0.0550557	0.0592079	0.128859	0.00926255	0.0558967	0.256104	0.0987437	0.00942481	0.00255775	0.0285851	0.164423	0.1863078	0	54.54266	0.03105422	0.206041	0.567127	1.04246	2.18437	0.116675	0.159207	0.0364101	0.588532	0.0351876	0.063988	0.1307233	1.425207
2600	-121.4622	-113.9646	-7.497619	10.72278	1.393219	0.0577729	0.00661796	0.0137662	0.00222962	0.0258546	0.131846	0.0253339	0.039584	0.0380808	0.0562968	0.05913533	-0.02349267	0.0445412	0.00274371	0.224634	0.155647	0.0167077	0.045205	0.0718176	0.00835476	0.0601856	0.268211	0.0256034	0.0230634	0.0129755	0.0260766	0.0142341	0.09192588	0	73.31823	0.03600268	0.208346	0.569761	1.04348	2.17841	0.0829806	0.190212	0.0721625	0.475806	0.0950872	0.083752	0.06843321	1.343293
2700	-115.6938	-113.87	-1.823848	10.37237	1.883841	0.0746851	0.0331238	0.00322307	0.0933722	0.00721166	0.0576306	0.0675177	0.0428747	0.0428538	0.010778	0.03374642	0.006450144	0.0160824	0.0271408	0.179152	0.106115	0.0240103	0.0146576	0.160601	0.179507	0.00454805	0.239829	0.00135533	0.00488065	0.013542	0.01321	0.0153689	0.1267334	0	51.93878	0.01996969	0.279003	0.642064	1.06679	2.01214	0.092633	0.279032	0.0548487	0.413434	0.0478947	0.112157	0.1331835	0.9515695
2800	-136.3294	-121.8438	-14.48555	39.43854	1.456105	0.0394365	0.014161	0.128998	0.139002	0.077078	0.164229	0.0131464	0.199027	0.0662056	0.000665888	0.09476976	-0.03623527	0.0718411	0.0354197	0.0433133	0.399561	0.00510841	0.0736093	0.00707996	0.0157771	0.0141705	0.152668	0.0147859	0.139948	0.000922614	0.0132104	0.0125847	0.1351439	0	52.58131	0.03705087	0.218461	0.581083	1.04774	2.15272	0.0450763	0.27588	0.0636992	0.521074	0.0637537	0.0305166	0.09890864	1.366351
2900	-131.7935	-119.418	-12.37556	11.02	3.654624	0.321753	0.0203973	0.0283998	0.000536595	0.00834843	0.0614575	0.0161562	0.066882	0.206695	0.0458323	0.1116456	0.004502338	0.0181636	0.204134	0.124552	0.00912056	0.017697	0.0284821	0.0448796	0.268506	0.0299958	0.103006	0.0143103	0.00147206	0.060503	0.00472403	0.0704535	0.2778243	0	52.09145	0.04583108	0.43432	0.76235	1.08427	1.71906	0.067495	0.141706	0.0603772	0.534296	0.049131	0.146995	0.2823266	0.9840527
3000	-138.9977	-131.2439	-7.753745	7.15062	0.5643375	0.0189678	0.133913	0.00685154	0.0431315	0.0470923	0.0742298	0.267939	0.0657996	0.000764323	0.0624932	0.08804368	-0.002319818	0.00327151	0.00376931	0.168428	0.062755	0.0675312	0.175405	0.111749	0.0383845	0.0435735	0.058699	0.0111589	0.0197332	0.136169	0.0570946	0.0422777	0.1747478	0	54.7118	0.05540338	0.0458463	0.291858	0.861974	2.80032	0.0697952	0.172862	0.0616932	0.533343	0.0148078	0.147499	0.172428	1.013454
3100	-133.1525	-122.8117	-10.3408	37.61759	0.4861231	0.0146456	0.0639616	0.0683432	0.0829805	0.110585	0.0149475	0.0568773	0.0115419	0.00792162	0.050447	0.08774566	-0.006959234	0.0280741	0.0597108	0.011907	0.0135186	0.0184871	0.025974	0.00892679	0.0976009	0.310762	0.0951485	0.115079	0.127837	0.0198175	0.0493525	0.0178038	0.1190969	0	51.19331	0.07178958	0.0308454	0.24276	0.809903	2.91649	0.102016	0.296472	0.0698233	0.417258	0.0567045	0.0577252	0.1121376	1.06206
3200	-146.1674	-122.6246	-23.54271	8.121017	1.036134	0.393665	0.143689	0.13506	0.0287014	0.172235	0.0470909	0.997902	0.103462	0.410031	0.089091	0.3175955	-0.1079064	0.0117083	0.037505	0.145048	0.266754	0.00869474	0.0124375	0.0117321	0.0961824	0.0166741	0.206523	0.06006	0.0056391	0.0388118	0.0129675	0.0692634	0.1916519	0	50.44979	0.05660183	0.144107	0.48735	1.00574	2.36281	0.111006	0.152644	0.100518	0.541085	0.0254513	0.0692962	0.08374556	2.288503
3300	-148.5988	-122.9565	-25.64225	13.90326	0.4621133	0.0850538	0.0991316	0.46817	0.241552	0.946368	0.0725717	0.233044	0.248774	0.00252333	0.464118	0.2675667	-0.0580066	0.0297227	0.121912	0.155084	0.113283	0.195222	0.0136428	0.0922493	0.00358563	0.00100992	0.0959129	0.00352792	0.0327215	0.0400491	0.0148698	0.0872077	0.108546	0	52.01892	0.03404622	0.0265994	0.226464	0.790616	2.95632	0.0780007	0.150289	0.0262202	0.592961	0.0608635	0.0916655	0.05053943	2.147749
3400	-137.2482	-122.9338	-14.31447	12.73552	0.4669129	0.036067	0.00362751	0.0429783	0.205878	0.124066	0.0765111	0.102805	0.492729	0.0123598	0.0052822	0.1254945	0.004273291	0.00279242	0.0424989	0.0480565	0.00318687	0.220784	0.0937972	0.0444081	0.0902226	0.0500828	0.0919734	0.103284	0.0128549	0.0170049	0.126728	0.0523255	0.1346278	0	52.87093	0.08057501	0.0274316	0.229768	0.794616	2.94819	0.0424005	0.205324	0.0556245	0.604966	0.0511119	0.0405729	0.1389011	0.969235
3500	-118.8811	-122.6814	3.800257	17.30516	0.7619867	0.039931	0.020604	0.00501499	0.027784	0.0218435	0.0258085	0.0112215	0.00186953	0.0310266	0.0256962	0.02118924	0.04343313	0.0890015	0.0669205	0.17878	0.0921508	0.0142776	0.0618781	0.0656094	0.0720176	0.00420114	0.250474	0.0119265	0.036303	0.0207474	0.0049814	0.030731	0.09301863	0	54.12699	0.0529939	0.0874483	0.391367	0.945839	2.57535	0.028108	0.129574	0.0658694	0.509583	0.0352337	0.231632	0.1364518	0.6816961
3600	-121.2856	-117.4813	-3.804234	13.60646	0.5971307	0.152822	0.0423441	0.011896	0.0240895	0.126412	0.144696	0.00746067	0.0250488	0.0997558	0.0187957	0.0582362	-0.0171663	0.013772	0.00281496	0.24823	0.0388978	0.00858774	0.0627016	0.0966034	0.0547043	0.141066	0.242286	0.00617637	0.00710946	0.0539976	0.0137453	0.0093076	0.1451694	0	52.75159	0.0617936	0.0525168	0.310674	0.879848	2.75696	0.135212	0.174396	0.0893137	0.500371	0.0268246	0.0738818	0.1280031	1.134108
3700	-118.1042	-115.5027	-2.601572	16.29953	1.036484	0.0683415	0.00130132	0.0533013	0.010524	0.0219474	0.0138155	0.002903	0.015727	0.038735	0.011613	0.01617171	0.0006775886	0.00669626	0.138125	0.221858	0.0417882	0.0606882	0.0401551	0.0824158	0.0837678	0.00808573	0.140818	0.107202	0.011624	0.0386156	0.00750284	0.0106572	0.1319846	0	56.33568	0.03662107	0.144176	0.48745	1.00579	2.36258	0.0481736	0.195894	0.0927747	0.456533	0.0520925	0.154532	0.1326621	0.9948924
3800	-140.8825	-124.9097	-15.97282	30.74459	0.252075	0.260089	0.0751853	0.0602727	0.0506633	8.15854e-05	0.0470303	0.300074	0.16501	0.134487	0.0110048	0.06732634	0.01288867	0.0870123	0.0192649	0.0353714	0.10491	0.140923	0.0257078	0.0534628	0.00883274	0.0423533	0.188122	0.0158393	0.145309	0.037306	0.0257702	0.0698153	0.09779351	0	61.36067	0.04958281	0.00220988	0.0681925	0.505841	3.42376	0.129664	0.160091	0.0255967	0.547047	0.0295941	0.108008	0.1106822	0.8835524
3900	-126.18	-119.0724	-7.107661	16.67964	1.804126	0.0937927	0.013406	0.00116954	0.00241608	0.055701	0.0265125	0.0648169	0.0352845	0.00728942	0.0313684	0.03368099	0.04060149	0.00437863	0.0377127	0.142424	0.00451969	0.0171317	0.0805204	0.0364117	0.0377939	0.0589588	0.299798	0.126048	0.0699903	0.00688308	0.0151343	0.0622956	0.04387559	0	59.22234	0.04464188	0.268717	0.632426	1.06422	2.03464	0.138226	0.209503	0.0499072	0.512623	0.0574405	0.0323002	0.08447708	0.5193787
4000	-121.5159	-118.5577	-2.958201	9.647302	1.766215	0.0245844	0.138016	0.012869	0.0828769	0.0305406	0.0163353	0.0797189	0.0310628	0.0383363	0.0108915	0.03931308	-0.08222022	0.0153694	0.0691559	0.0959407	0.0194204	0.0224481	0.195812	0.0206791	0.107158	0.00855671	0.177174	0.0708636	0.0608836	0.0571159	0.00919441	0.0702286	0.147638	0	50.17233	0.1332617	0.263676	0.627604	1.06287	2.04586	0.078696	0.190441	0.068854	0.449283	0.0877353	0.124991	0.0654178	2.256848
4100	-140.0248	-123.4954	-16.52941	10.66591	0.2102028	0.255668	0.0452439	0.0587431	0.0538985	0.111686	0.602305	0.0648989	0.380996	0.545845	0.0397978	0.2019923	-0.00908633	0.0300558	0.159127	0.14193	0.156464	0.0426981	0.0639074	0.0746797	0.0112134	0.0377255	0.0786661	0.0132693	0.0910073	0.0486831	0.0246657	0.0259078	0.1752368	0	50.60453	0.04639955	0.000742653	0.0398611	0.409758	3.54964	0.0499845	0.169359	0.0687529	0.507481	0.0259549	0.178468	0.1661505	1.054687
4200	-131.4319	-119.1574	-12.27449	7.323846	2.921189	0.0781174	0.01181	0.01424	0.000463976	0.0203309	0.144651	0.128785	0.0446572	0.074284	0.0646853	0.05926298	0.04205705	0.0631463	0.0137842	0.0638275	0.00118146	0.0449628	0.0729111	0.149607	0.0924097	0.111948	0.139617	0.193964	0.00109896	0.00692332	0.00958929	0.0350291	0.3971873	0	60.72998	0.02132259	0.383072	0.727069	1.0821	1.80776	0.0766399	0.164574	0.154461	0.390934	0.0905368	0.122855	0.4392443	0.9042513
4300	-141.5439	-121.9625	-19.58143	22.40303	0.46721	0.0915184	0.0892129	0.00586973	0.119008	0.131553	0.0147671	0.00944378	0.569788	0.223576	0.460423	0.1298168	0.009057997	0.0350321	0.00308621	0.197137	0.158681	0.0270476	0.0212268	0.00981266	0.0664434	0.0109949	0.2368	0.149568	0.00253299	0.00344177	0.0443551	0.0338402	0.194893	0	58.32252	0.02849906	0.0274834	0.229971	0.794861	2.94768	0.12954	0.214514	0.077291	0.489151	0.0464086	0.043096	0.203951	0.9555874
4400	-134.3301	-119.5309	-14.79921	8.406858	1.550379	0.521141	0.00792746	0.022527	0.0494268	0.105994	0.0404638	0.0425408	0.0147717	0.241817	0.0617691	0.05993552	-0.08970793	0.227261	0.0216932	0.0810542	0.134924	0.0231949	0.0217662	0.037949	0.0108214	0.0473454	0.237444	0.0517012	0.0173009	0.0135924	0.0181652	0.0557868	0.1785608	0	50.99223	0.0652096	0.233001	0.596733	1.05325	2.11702	0.107516	0.202001	0.0553303	0.395686	0.146085	0.0933812	0.08885284	2.009624
4500	-127.9321	-116.4014	-11.53074	5.570171	1.314654	0.114291	0.0100557	0.15646	0.0424745	0.024327	0.289269	0.192763	0.0506373	0.359392	0.0323108	0.1233817	-0.009789643	0.0259943	0.0133751	0.0782796	0.00653858	0.0751009	0.231135	0.0408508	0.0549589	0.0205908	0.208522	0.102539	0.0448702	0.0722457	0.00593746	0.0190622	0.2522947	0	50.27987	0.04164592	0.195219	0.554487	1.03739	2.2129	0.107026	0.223705	0.0511564	0.480633	0.0783781	0.0591012	0.2425051	1.040369
4600	-124.1544	-117.8745	-6.279817	23.41759	0.8168275	0.0459098	0.017399	0.0339745	0.00955107	0.0155781	0.00831184	0.0413209	0.0215991	0.0797409	0.0126868	0.06225432	0.08424527	0.0334872	0.068604	0.0811544	0.115619	0.00884885	0.00424692	0.0337046	0.00615775	0.0233848	0.472235	0.105107	0.0103076	0.0132383	0.0102703	0.0136343	0.1188694	0	56.17216	0.05209567	0.0991341	0.413822	0.961511	2.52553	0.138929	0.136384	0.0961779	0.469395	0.0412892	0.117824	0.2031147	0.585233
4700	-128.6981	-121.1083	-7.589757	8.531266	0.6744864	0.114774	0.0115248	0.0598983	0.0510505	0.0720904	0.0482544	0.0268629	0.241934	0.0197531	0.00863302	0.1138156	-0.01311373	0.0920924	0.164257	0.188711	0.0711383	0.0462222	0.0485774	0.0118534	0.0892063	0.0203756	0.0844548	0.0173853	0.00323615	0.104568	0.0282125	0.0297092	0.2018326	0	50.41412	0.05093651	0.068749	0.351239	0.915034	2.66498	0.0514371	0.285308	0.124975	0.38848	0.0340286	0.115771	0.1887188	1.069488
4800	-138.8939	-121.4637	-17.43025	13.23027	0.6444323	0.176536	0.0310546	0.171341	0.22266	0.145184	0.194112	0.117914	0.216507	0.205614	0.294313	0.1029803	-0.04815282	0.0538806	0.0679819	0.010314	0.00952473	0.0425983	0.0119618	0.0357809	0.038199	0.21822	0.239011	0.0702257	0.00841697	0.0180122	0.068492	0.107381	0.1625835	0	50.10237	0.04566885	0.0623827	0.336088	0.902398	2.69913	0.102937	0.196527	0.0466489	0.528146	0.0256819	0.10006	0.1144306	1.420804
